xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
PM03010	Mucken-fuck	Muckenfuck	Substantiv	-	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee; Muckefuck	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Malzkaffee; Muckefuck	Ersatzkaffee; Malzkaffee; Gerstenkaffee; Getreidekaffee; Kornkaffee; Muckefuck; Kaffeeersatz	Ersatzkaffee; Malzkaffee; Gerstenkaffee; Getreidekaffee; Kornkaffee; Muckefuck; Kaffeeersatz; Kinderkaffee
PN00008	Nabel-naß	Nabelnaß	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Tafelwein; Wein	Rebensaft; Tafelwein; Wein; Fruchtwein; Obstwein
PN00011	Nabel-wärmer	Nabelwärmer	Substantiv	-	guter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Fusel; Weinbrand; Kurzer; Feuerwasser
PN00118	Nach-lauf	Nachlauf	Substantiv	2	Schnaps, der beim Brennen zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps; Branntwein	Schnaps; Branntewein; Branntwein	Schnaps; Branntewein; Branntwein; Fusel; Weinbrand; Feuerwasser; Kurzer
PN00118	Nach-lauf	Nachlauf	Substantiv	1	Most bzw. Wein, der beim Keltern zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Traubenmost	Traubenmost; Most; Rebensaft	Traubenmost; Most; Rebensaft; Wein; Honigwein
PN00330	Nacht-wächter	Nachtwächter	Substantiv	2b	abgestandenes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Bockbier; Märzenbier	Bier; Bockbier; Märzenbier; Kellerbier; Altbier
PN00346	Nach-wein	Nachwein	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Landwein	Landwein; Wein; Fruchtwein	Landwein; Wein; Fruchtwein; Tafelwein; Obstwein
PN00483	Nähts	Nähts	Substantiv	2b	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Kurzer; Feuerwasser
PN00746	Nebel-zerstörer	Nebelzerstörer	Substantiv	-	geringer Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Gänsewein; Fruchtwein
PN00899	Nerven-schwächer	Nervenschwächer	Substantiv	-	sehr starker Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Tafelwein; Most
PN01414	Nulpes	Nulpes	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Café; Caro-Kaffee	Kaffee; Café; Caro-Kaffee; Kinderkaffee; Gesöff
PN01475	Nuß-schnaps	Nußschnaps	Substantiv	-	aus grünen Walnüssen bereiteter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Kornbrand; Anisschnaps	Kornbrand; Anisschnaps; Kurzer; Branntewein	Kornbrand; Anisschnaps; Kurzer; Branntewein; Schnaps; Branntwein
PO00109	Ober-länder	Oberländer	Substantiv	-	Wein aus der oberen Haardt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Gänsewein; Perlwein
PO00234	Obst-saft	Obstsaft	Substantiv	-	Obstsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Obstsaft	Obstsaft	Obstsaft; Fruchtsaft; Gemüsesaft	Obstsaft; Fruchtsaft; Gemüsesaft; Saft; O-Saft
PO00242	Obst-wein	Obstwein	Substantiv	-	Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein; Tresterbrand; Tafelwein; Rebensaft
PO00541	Oktober-tee	Oktobertee	Substantiv	-	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Tropfen; Portwein
PO00573	Olig	Olig	Substantiv	2	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Fusel; Obstschnaps; Kurzer; Anisschnaps
PQ00264	Quetsch	Quetsch	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand	Zwetschgenschnaps; Zwetschgenwasser; Zwetschgenbrand; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenwasser; Zwetschgenbrand; Pflaumenbranntwein; Aprikosenbrand
PQ00274	Quetschen-branntwein	Quetschenbranntwein	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein; Aprikosenbrand
PQ00303	Quetschen-schnaps	Quetschenschnaps	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenbrand; Zwetschgenschnaps	Zwetschgenbrand; Pflaumenbranntwein; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenbrand; Pflaumenbranntwein; Zwetschgenschnaps; Zwetschgenwasser; Aprikosenbrand
PQ00312	Quetschen-wasser	Quetschenwasser	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein; Aprikosenbrand
PR00049	Rachen-putzer	Rachenputzer	Substantiv	1a	minderwertiger, schlechter Wein; Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Branntewein; Branntwein; Schnaps	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Weinbrand; Kraneberger
PR00049	Rachen-putzer	Rachenputzer	Substantiv	1b	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Wein	Schnaps; Branntewein	Schnaps; Branntewein; Branntwein	Schnaps; Branntewein; Branntwein; Feuerwasser; Kurzer
PR00059	Rackel-gackel	Rackelgackel	Substantiv	-	schlechter, gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Weinbrand; Tafelwein
PR00102	Radetzky	Radetzky	Substantiv	-	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Weinbrand; Ballerbrühe
PR00122	Radler-maß	Radlermaß	Substantiv	-	Mischgetränk aus Bier und Limonade	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Bier-Limonade-Mix; Biermischgetränk; Radler	Bier-Limonade-Mix	Bier-Limonade-Mix; Limo; Limonade	Bier-Limonade-Mix; Limo; Limonade; Hopfenkaltschale; Kakao
PR00253	Rampaß	Rampaß	Substantiv	1.1	saurer Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Tafelwein; Wein	Rebensaft; Tafelwein; Wein; Portwein; Gänsewein
PR00263	Rampfer	Rampfer	Substantiv	-	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Süßwein; Gänsewein
PR00334	Ranzen-risser	Ranzenrisser	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Most
PR00383	Rappis	Rappis	Substantiv	-	saurer, schlechter Wein; Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Traubenmost; Weinbrand
PR00399	Räppsel	Räppsel	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Fruchtwein; Portwein
PR00401	Rappser, Räppser	Rappser, Räppser	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Gänsewein; Kraneberger
PR00454	Raspel	Raspel	Substantiv	3	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps; Feuerwasser	Schnaps; Feuerwasser; Branntwein; Kurzer	Schnaps; Feuerwasser; Branntwein; Kurzer; Branntewein
PR00480	Rassi-bulli	Rassibulli	Substantiv	-	schlechter, saurer Wein; Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Weinbrand; Federweißer
PR00571	Ratzen-butz	Ratzenbutz	Substantiv	-	starker Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps	Zwetschgenschnaps; Pflaumenbranntwein; Zwetschgenwasser; Zwetschgenbrand	Zwetschgenschnaps; Pflaumenbranntwein; Zwetschgenwasser; Zwetschgenbrand; Aprikosenbrand
PR00727	Rauscher	Rauscher	Substantiv	-	gärender Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Most	Most; Traubenmost; Rebensaft	Most; Traubenmost; Rebensaft; Wein; Grappa
PR00763	Reben-blut, Reb-	Rebenblut, Rebblut	Substantiv	2	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Weinbrand
PR00780	Reben-saft, Reb-	Rebensaft, Rebsaft	Substantiv	2	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Rebensaft	Wein	Wein; Landwein; Tafelwein	Wein; Landwein; Tafelwein; Riesling; Gänsewein
PR01305	Reiß-mich-um	Reißmichum	Substantiv	-	für Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein; Feuerwasser	Schnaps; Branntwein; Branntewein; Feuerwasser; Kurzer; Anisschnaps
PR01306	Reiß-mischung	Reißmischung	Substantiv	-	sehr saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Tafelwein; Obstwein
PR01532	Rhabarber-wein	Rhabarberwein	Substantiv	-	Wein aus Rhabarber	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Fruchtwein; Obstwein	Fruchtwein; Obstwein	Fruchtwein; Obstwein; Orangensaft; Rebensaft; Palmwein
PR01551	Rhein-wasser	Rheinwasser	Substantiv	2	scherzhafte Bezeichnung des Ludwigshafener Biers	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Leichtbier	Bier; Kellerbier; Leichtbier; Helles; Hellbier
PR01691	Riesling-wein	Rieslingwein	Substantiv	-	Wein aus Riesling	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Riesling	Riesling	Riesling; Wein; Landwein	Riesling; Wein; Landwein; Tafelwein; Fruchtwein
PR01866	Rippes	Rippes	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Weinbrand; Traubenmost
PR01901	Risser	Risser	Substantiv	2e	neuer, noch gärender Wein mit prickelndem Geschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Federweißer	Federweißer; Sauser; Märzen; Roséwein	Federweißer; Sauser; Märzen; Märzenbier; Süßwein; Roséwein; Grauburgunder
PR02375	Rot-wein	Rotwein	Substantiv	-	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Roter; Rotwein	Rotwein	Rotwein; Roter; Weißwein	Rotwein; Roter; Weißwein; Weißer; Federweißer
PR02699	Rülps-wasser	Rülpswasser	Substantiv	-	Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Sprudelwasser	Sprudelwasser; Sprudel; Sodawasser; Selterswasser; Spritzwasser; Kribbelwasser	Sprudelwasser; Sprudel; Sodawasser; Selterswasser; Kribbelwasser; sauererSprudel; Spritzwasser; Alsterwasser
PR02704	Rum	Rum	Substantiv	-	Rum	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Rum	Rum	Rum; Spirituose; Gin	Rum; Spirituose; Gin; Whiskey; Whisky
PR02776	Runde	Runde	Substantiv	1	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken; Trunk	das Trinken; Trank; Trunk; Getränk; Drink	das Trinken; Trank; Trunk; Getränk; Drink
PR02804	Rundung	Rundung	Substantiv	x2	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Getränk; Drink; Trank; Trunk	das Trinken; Getränk; Drink; Trinkbares; Trinken; Trank; Trunk
PS00092	Säckels-brühe	Säckelsbrühe	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Sauser	Wein; Rebensaft; Sauser; Tafelwein; Weinbrand
PS00099	Säcker, Säckert	Säcker, Säckert	Substantiv	2	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Weinbrand; Ballerbrühe
PS00125	Säcker-wein	Säckerwein	Substantiv	-	aus Trestern gewonnener Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Fruchtwein; Obstwein
PS00181	Saft	Saft	Substantiv	2b	als Getränk, Heilmittel zubereiteter Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Saft	Saft; O-Saft; Fruchtsaft	Saft; O-Saft; Fruchtsaft; Obstsaft; Orangensaft
PS00576	Sand-wein	Sandwein	Substantiv	-	Wein, der auf Sandboden wächst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Tafelwein; Wein	Rebensaft; Tafelwein; Wein; Portwein; Gänsewein
PS00823	Sauer-ampfel, -ampfer, -ämpferich	Sauerampfel, Sauerampfer, ämpferich	Substantiv	2	saurer, minderwertiger, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Sauser; Federweißer
PS00824	Sauerampfel-brühe	Sauerampfelbrühe	Substantiv	-	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Süßwein
PS00860	Sauer-milch	Sauermilch	Substantiv	-	geronnene (ungekochte) Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	haltbare Milch; gestandene Milch	haltbare Milch; saure Milch; gestandene Milch; Sauermilch; Schickermilch	haltbare Milch; saure Milch; gestandene Milch; Dickmilch; Magermilch; Sauermilch; Schickermilch
PS00902	Saufens	Saufens	Substantiv	1	Getränk, Trinkvorrat	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trinkbares; Trank; Drink; Trunk	das Trinken; Trinkbares; Trank; Trunk; Drink; Getränk
PS00946	Sauf-zeug	Saufzeug	Substantiv	-	Getränke	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trunk	Getränk; Drink; Trunk; Trank; das Trinken
PS00963	Sau-gesüff	Saugesüff	Substantiv	-	minderwertiger, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Ballerbrühe; Weinbrand
PS01118	Saurach	Saurach	Substantiv	2	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinbrand	Wein; Rebensaft; Weinbrand; Sauser; Tafelwein
PS01303	Schächer	Schächer	Substantiv	2b	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Bockbier; Kellerbier	Bier; Bockbier; Kellerbier; Radler; Altbier
PS01466	Schafs-milch, Schaf-milch	Schafsmilch, Schafmilch	Substantiv	-	Schafsmilch, Schafmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Trinkmilch; Schickermilch	Milch; Trinkmilch; Schickermilch; haltbare Milch; Dosenmilch
PS01637	Schamas	Schamas	Substantiv	2b	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Weinbrand; Brühe
PS01660	Schampanjer Champagner, Schampanjer	Schampanjer Champagner, Schampanjer	Substantiv	1	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Champagner; Schaumwein	Schaumwein	Schaumwein; Champagner; Sekt; Heiße Schokolade	Schaumwein; Champagner; Sekt; Perlwein; Süßwein; Heiße Schokolade; Schampus; Schokoladentrunk
PS01666	Schampus	Schampus	Substantiv	-	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Champagner; Schaumwein	Schaumwein	Schaumwein; Champagner; Sekt	Schaumwein; Champagner; Sekt; Cola; Zuckerwasser; Perlwein; Süßwein
PS02326	Schiefer	Schiefer	Substantiv	2b	guter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Qualitätswein	Qualitätswein; Prädikatswein; Tafelwein	Qualitätswein; Prädikatswein; Tafelwein; Wein; Landwein
PS02339	Schiefer-wein	Schieferwein	Substantiv	-	minderwertiger Wein aus schieferigem Boden	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Gänsewein; Portwein
PS02433	Schilcher	Schilcher	Substantiv	2	blaßroter, geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Rotwein; Wein	Roter; Rebensaft	Roter; Rotwein; Traubensaft; Rebensaft; Wein; Tafelwein	Roter; Rotwein; Traubensaft; Sauser; Weißer; Rebensaft; Wein; Tafelwein; Roséwein; Grauburgunder
PS02455	Schilkser	Schilkser	Substantiv	-	geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Tropfen
PS02610	Schlabber-brühe	Schlabberbrühe	Substantiv	-	schlechtes, fades Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; das Trinken	Trunk; Trank; das Trinken	Trunk; Trank; das Trinken; Getränk; Drink
PS02621	Schlabber-milch	Schlabbermilch	Substantiv	-	geronnene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	gestandene Milch	gestandene Milch; haltbare Milch; Schickermilch	gestandene Milch; haltbare Milch; Schickermilch; saure Milch; H-Milch
PS02742	Schlaf-trunk	Schlaftrunk	Substantiv	-	Trunk vor dem Schlafengehen	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Getränk; Drink; Trunk; Trank	das Trinken; Getränk; Drink; Trank; Trunk
PS02826	Schlamper, Schlämper	Schlamper, Schlämper	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Qualitätswein
PS03076	Schleh-branntwein	Schlehbranntwein	Substantiv	-	aus Schlehen hergestellter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstbrand; Obstler; Obstschnaps; Obstwasser	Obstschnaps; Obstwasser	Obstschnaps; Obstler; Obstbrand; Obstwasser	Obstschnaps; Obstler; Obstbrand; Obstwasser; Obstgeist
PS03089	Schleh-schnaps	Schlehschnaps	Substantiv	-	aus Schlehen hergestellter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstbrand; Obstler; Obstschnaps; Obstwasser	Obstschnaps; Obstwasser	Obstschnaps; Obstler; Obstbrand; Obstwasser	Obstschnaps; Obstler; Obstbrand; Obstwasser; Obstgeist; Aprikosenschnaps
PS03107	Schleich-wein	Schleichwein	Substantiv		mit Hefe durchsetzter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Sauser	Rebensaft; Wein; Sauser; Weinbrand; Hochprozentiges
PS03336	Schlingel	Schlingel	Substantiv	3	schlechter, minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Tafelwein	Wein; Landwein; Tafelwein; Riesling; Ballerbrühe
PS03349	Schlinken-putzer	Schlinkenputzer	Substantiv	1b	schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Schnaps; Fusel	Schnaps; Branntewein; Branntwein; Fusel; Kurzer	Schnaps; Branntewein; Branntwein; Fusel; Weinbrand; Kurzer
PS03438	Schloriampels-brühe	Schloriampelsbrühe	Substantiv	-	schales, fades Getränk, dünner Kaffee	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Getränk; Kaffee; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Trank; Trinkbares; das Trinken; Trunk	Geplämpe; Brühe; Plampel; Kaffee; Caro-Kaffee; Lorke	Geplämpe; Brühe; Lurke; Plampel; Kaffee; Milchkaffee; Kaffee mit Schuss; Caro-Kaffee; das Trinken; Café; Lorke; Plörre	Geplämpe; Geschlapp; Brühe; Lurke; Plampel; Kaffee; Milchkaffee; Kaffee mit Schuss; Caro-Kaffee; Café; das Trinken; Trank; Plempe; Plörre; Plämpe; Lorke
PS03439	Schlorum	Schlorum	Substantiv	1a	Kaffee; schaler, dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Geplämpe; Plämpe; Caro-Kaffee	Geplämpe; Plämpe; Caro-Kaffee; Kaffee	Geplämpe; Plempe; Plämpe; Plörre; Caro-Kaffee; Kaffee; Geschlapp
PS03440	Schlorum-bier	Schlorumbier	Substantiv	-	eine Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Kellerbier	Kellerbier; Helles; Hellbier	Kellerbier; Helles; Hellbier; Bockbier; Leichtbier
PS03608	Schlurpser	Schlurpser	Substantiv	1	Schluck, Trunk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; das Trinken	Trunk; Trank; das Trinken	Trunk; Trank; das Trinken; Getränk; Drink
PS03619	Schlüsselblumen-tee	Schlüsselblumentee	Substantiv	-	Tee aus den Blüten der Schlüsselblume	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Förstertee	Förstertee; Jägertee; Hüttentee	Förstertee; Jägertee; Hüttentee; Tee; Hopfentee
PS03951	Schmisser	Schmisser	Substantiv	3	trockener, harter Wein, der einen umwirft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Federweißer	Wein; Rebensaft; Federweißer; Grauburgunder; Gänsewein
PS03987	Schmoras	Schmoras	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Café; Caro-Kaffee	Kaffee; Café; Caro-Kaffee; Kinderkaffee; Milchkaffee
