ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_Modell
PM01688	Met	selbstgebrautes Getränk aus Wasser, Honig und unvergorenem Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PM01838	Milch	Milch der Haustiere, Muttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PM01892	Milch-kaffee	Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PM02033	Mineral-wasser	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PM02088	Misch-kaffee	Mischung aus Bohnen- und Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PM02468	Mockel	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM02726	Moppel, Möppel	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM02731	Mops, Moppes	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM02775	Mords-brand	starker Durst	Durst	Trinken	Trinken
PM02853	Morgen-kaffee	Morgenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PM02919	Mosel	Moselwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM02920	Mosel-wein	Moselwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM02922	Moses, Mosche	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM02926	Most	unvergorener Saft gekelterter Äpfel, Birnen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PM02926	Most	unvergorener, süßer Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PM02926	Most	Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM02931	Most-brühe	unvergorener, süßer Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PM02989	Mozenblätter-tee	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PM03003	Mucken-buff	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PM03010	Mucken-fuck	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PM03370	Musikanten-durst	großer Durst, wie er bei Musikanten üblich ist	Durst	Trinken	Trinken
PN00008	Nabel-naß	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PN00011	Nabel-wärmer	guter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PN00118	Nach-lauf	Schnaps, der beim Brennen zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PN00118	Nach-lauf	Most bzw. Wein, der beim Keltern zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PN00330	Nacht-wächter	abgestandenes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PN00346	Nach-wein	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PN00483	Nähts	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PN00746	Nebel-zerstörer	geringer Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PN00899	Nerven-schwächer	sehr starker Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PN01414	Nulpes	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PN01475	Nuß-schnaps	aus grünen Walnüssen bereiteter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PO00109	Ober-länder	Wein aus der oberen Haardt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PO00234	Obst-saft	Obstsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PO00242	Obst-wein	Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PO00541	Oktober-tee	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PO00573	Olig	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PQ00264	Quetsch	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PQ00274	Quetschen-branntwein	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PQ00303	Quetschen-schnaps	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PQ00312	Quetschen-wasser	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PR00049	Rachen-putzer	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PR00049	Rachen-putzer	minderwertiger, schlechter Wein; Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00059	Rackel-gackel	schlechter, gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00102	Radetzky	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00122	Radler-maß	Mischgetränk aus Bier und Limonade	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PR00253	Rampaß	saurer Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00263	Rampfer	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00334	Ranzen-risser	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00383	Rappis	saurer, schlechter Wein; Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00399	Räppsel	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00401	Rappser, Räppser	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00454	Raspel	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PR00480	Rassi-bulli	schlechter, saurer Wein; Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00571	Ratzen-butz	starker Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PR00727	Rauscher	gärender Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Other	other
PR00763	Reben-blut, Reb-	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR00780	Reben-saft, Reb-	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR01305	Reiß-mich-um	für Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PR01306	Reiß-mischung	sehr saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR01532	Rhabarber-wein	Wein aus Rhabarber	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR01551	Rhein-wasser	scherzhafte Bezeichnung des Ludwigshafener Biers	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PR01664	Riesen-brand	sehr großer Durst	Durst	Trinken	Trinken
PR01691	Riesling-wein	Wein aus Riesling	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR01866	Rippes	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR01901	Risser	neuer, noch gärender Wein mit prickelndem Geschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR02375	Rot-wein	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PR02699	Rülps-wasser	Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PR02704	Rum	Rum	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PR02776	Runde	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	Other	other
PR02804	Rundung	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	[ungültig]	other.
PS00092	Säckels-brühe	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS00099	Säcker, Säckert	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS00125	Säcker-wein	aus Trestern gewonnener Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS00181	Saft	als Getränk, Heilmittel zubereiteter Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PS00576	Sand-wein	Wein, der auf Sandboden wächst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS00823	Sauer-ampfel, -ampfer, -ämpferich	saurer, minderwertiger, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS00824	Sauerampfel-brühe	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS00860	Sauer-milch	geronnene (ungekochte) Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PS00902	Saufens	Getränk, Trinkvorrat	Getränk	Trinken	Trinken
PS00907	Sauferei	Zechgelage, das fortwährende, unmäßige Trinken von Alkohol	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
PS00946	Sauf-zeug	Getränke	Getränk	Trinken	Trinken
PS00963	Sau-gesüff	minderwertiger, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS01118	Saurach	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS01303	Schächer	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PS01466	Schafs-milch, Schaf-milch	Schafsmilch, Schafmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PS01637	Schamas	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS01660	Schampanjer Champagner, Schampanjer	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Trinken	Trinken
PS01666	Schampus	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Trinken	Trinken
PS02326	Schiefer	guter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS02339	Schiefer-wein	minderwertiger Wein aus schieferigem Boden	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS02433	Schilcher	blaßroter, geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS02455	Schilkser	geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS02610	Schlabber-brühe	schlechtes, fades Getränk	Getränk	Trinken	Trinken
PS02621	Schlabber-milch	geronnene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PS02742	Schlaf-trunk	Trunk vor dem Schlafengehen	Getränk	Trinken	Trinken
PS02826	Schlamper, Schlämper	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS03076	Schleh-branntwein	aus Schlehen hergestellter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PS03089	Schleh-schnaps	aus Schlehen hergestellter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PS03107	Schleich-wein	mit Hefe durchsetzter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS03336	Schlingel	schlechter, minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS03349	Schlinken-putzer	schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PS03438	Schloriampels-brühe	schales, fades Getränk, dünner Kaffee	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PS03439	Schlorum	Kaffee; schaler, dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PS03440	Schlorum-bier	eine Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PS03608	Schlurpser	Schluck, Trunk	Getränk	Trinken	Trinken
PS03619	Schlüsselblumen-tee	Tee aus den Blüten der Schlüsselblume	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PS03951	Schmisser	trockener, harter Wein, der einen umwirft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS03987	Schmoras	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PS04193	Schnalzer	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS04243	Schnaps	Getränk mit hohem Alkoholanteil	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PS04261	Schnaps-gepfetze	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PS04351	Schnaubian	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PS04675	Schnips	ein Gläschen Schnaps oder einfachen Kornbranntweins	Trinken.Alkohol_trinken	Trinken	Trinken
PS04715	Schnitt-wein	Wein aus der letzten Mostpressung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS04720	Schnitz-brühe	Wasser, in dem Apfel- oder Birnenstücke gekocht wurden	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Other	other
PS04896	Schnurr-gückel	Tresterwein, Haustrunk, minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS04953	Schockele-majem	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PS04979	Schoker	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PS04986	Schokolade	Süßigkeit aus Kakao, Milch und Zucker	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao	Other	other
PS05072	Schoppen-wein	in Schoppen (vom Faß) ausgeschenkter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Other	other
PS05097	Schorle	Wein und Mineralwasser (meist) je zur Hälfte vermischt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PS05098	Schorle-morle	Wein und Mineralwasser (meist) je zur Hälfte vermischt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PS05365	Schröpf-kopf	kleines Fäßchen mit Wein oder Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Other	other
PS05855	Schüssel-milch	Milch, die in einer flachen Schüssel entrahmt wurde	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PS05893	Schüttel-riesling	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS06719	Sechel	ein Glas Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PS06825	Seelen-wärmer, Seel-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PS06969	Seifen-brühe	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS07106	Sekt	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Trinken	Trinken
PS07167	Selters-wasser, Selzer-	Mineral-, Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PS07599	Silven-wein	Wein aus Silvanertrauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS07695	Sirup	Sirup	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PS07765	Soda-wasser	kohlensäurehaltiges Mineralwasser, Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PS08119	Soruf	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PS08372	Spät-lese	Wein aus spät geernteten Trauben, Wein höherer Qualitätsstufe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS08583	Speicher-kaffee	Kaffee-Ersatz aus geröstetem Getreide	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Other	other
PS08731	Sperben-wein	Wein aus Früchten des Speierling oder mit Speierlingzusatz	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS09049	Spitzbohnen-kaffee	Kaffee-Ersatz aus Gerste, Roggen, Malz u.ä.	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PS09112	Spitzen-wein	besonders guter, hervorragender Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS09411	Sprit	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS09417	Spritzel-wasser	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PS09424	Spritzer	mit Sodawasser gemischter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PS09465	Sprudel	kohlensäurehaltiges Trinkwasser, Mineralwasser, Kurgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PS09496	Sprutzel-wasser	Mineralwasser mit Kohlensäure	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PS09547	Spül-wasser	dünnes, fades Getränk	Getränk	Trinken	Trinken
PS09548	Spülwasser-brühe	dünnes, fades Getränk	Getränk	Trinken	Trinken
PS09663	Stachelbeer-wein	Obstwein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS10051	Stark-bier	eine Biersorte mit besonders viel Stammwürze	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PS10292	Steh-schoppen	vor dem Heimgehen an der Theke der Wirtschaft getrunkenes Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PS10654	Sternen-bier, Stern-bier	Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PS10768	Stich-wein	Wein mit einem Essigstich	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS10768	Stich-wein	der Wein eines vorzüglichen Jahrganges	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS10811	Stieber	der große Durst nach einem Rausch, Brand	Durst	Trinken	Trinken
PS11136	Stoff, Stuft	alkoholisches Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PS11275	Storchen-bier	Bier der Storchenbrauerei in Speyer	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PS11336	Storzen	ein Bier- oder Weinrest	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS11348	Stößel-wein	Wein aus unreifen, zerstampften Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PS11375	Stoß-milch	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PS12401	Stuten-milch	Pferdemilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PS12465	Suckel	schwacher Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PS12473	Suckels-brühe	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PS12488	Sudel-bier	abgestandenes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PS12489	Sudel-brühe	Getränk von schlechter, dünner Qualität, Gesöff (Wein Bier Kaffee)	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PS12520	Suff	(schlechtes, fades) Getränk	Getränk	Trinken	Trinken
PS12520	Suff	das (übermäßige) Trinken von Alkohol, Trunksucht	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PS12743	Süß-milch	nicht angesäuerte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PS12745	Süß-most	frischer, unvergorener Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PU00534	Um-trunk	gemeinsames Trinken in einer Runde	Trinken	Trinken	Trinken
PU00941	Unter-länder	Wein aus dem Unterland	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PU01050	Unter-trunk	Trunk für den Mittag oder tagsüber zwischendurch	Getränk	Other	other
PW00449	Waldmeister-tee	Tee mit Waldmeisterblättern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PW00490	Wald-wein	Wein aus Lagen am Wald	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PW00931	Wasser	mit bestimmten Zusätzen versehenes Wasser als Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PW00931	Wasser	Alkohol, Branntwein, Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Other	other
PW01079	Wasser-saufen	das Wassertrinken	Trinken	Trinken	Trinken
PW01284	Wegerich-tee	Kräutertee aus Wegerichblättern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PW01418	Weh-milch	die erste dicke Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PW01454	Weiber-klopfer	neuer Wein, Federweißer, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PW01677	Wein	Traubensaft bzw. Most, unvergoren bzw. in Gärung befindlich	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PW01677	Wein	alkoholisches Getränk aus dem Saft von Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PW01720	Wein-geist	hochprozentiger Alkohol	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PW01776	Wein-puff	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PW01814	Wein-suppe	der gärende Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Other	other
PW01819	Wein-trub	der durch die Hefe getrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Other	other
PW01870	Weiß-bier	helles Bier, Weizenbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PW01899	Weiß-herbst	rötlicher Wein aus roten oder blauen Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PW01942	Weiß-wein	heller Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PW01983	Weizen-bier	mit Gersten- und Weizenmalz gebrautes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
