ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_ungültig
ES02377	schaskenen	trinken	Trinken	Trinken	
ES02451	dran schütten	trinken	Trinken	Trinken.Schnell_große_Mengen_trinken	
ES02583	schleifen, schleipfen	trinken	Trinken	Trinken.Alkohol_trinken	
ES02767	schlamperen	die Tränke saufen, vom Vieh; verächtlich auch vom Menschen	Trinken	Trinken.Alkohol_trinken	
ES03013	schletzen	gierig, essen oder trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
ES03030	schlutzen, schlotzen	schlürfen, mit Wohlbehagen trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
ES03507	schnapsen	Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
ES03508	schnäpslen	Schnäpschen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
ES03812	schwächen	trinken, zechen, saufen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
ES03991	schwerzen	trinken	Trinken	Trinken	
ES04525	spritzen, spretzen	trinken	Trinken	Trinken	
ES04592	stäüben	derb für trinken	Trinken	Trinken.Alkohol_trinken	
ET00171	düchlen	scherzh. trinken	Trinken	Trinken.Alkohol_trinken	
ET00270	dudlen, düdlen	zechen, trinken	Trinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
ET01807	trudlen, truttlen	trinken	Trinken	Trinken.Alkohol_trinken	
ET02159	trinken	trinken	Trinken	Trinken	
ET02161	nach trinken	einem andern nachtrinken, nach einem andern aus demselben Glas trinken	Trinken	Trinken.Alkohol_trinken	
EZ00046	zëchen	trinken	Trinken	Trinken	
EZ00154	ziehe(n), ziegen	gierig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
LB00626	be-schipsen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
LB00676	be-trinken	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
LB01560	bruddelen	mit Geräusch Wasser schlürfen (vom Vieh)	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
LD00392	dieschten	dursten	Durst	Durst	
LD00590	tompen	schlummern, nippen	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
LD00701	dranken	trinken	Trinken	Trinken	
LD00816	drenken	trinken	Trinken	Trinken	
LD00870	trinken	trinken	Trinken	Trinken	
LD01185	tuten II	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
LD01188	duttlen	trinken, saugen	Trinken	Trinken	
LF00496	ver-lechen	austrocknen, verschmachten vor Durst	Durst	Durst	
LL00146	läppsen	nippen; essen od. trinken wie einer, dem es nicht recht schmeckt	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
LL00196	lebbern	nippen' schlürfen	Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
LL00467	literen	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
LR00037	rädelen	zuviel essen od. trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
LS00441	schepplen	trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen	Trinken	Trinken.Alkohol_trinken	
LS00742	schlirpsen	schlürfen beim Trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
LS00772	schlotzen	schlürfen, mit Wohlbehagen trinken, schmatzen	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
LS00789	schluppen	einen Schluck tun, zechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
LS00790	schlurben	schlürfen, geräuschvoll trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
LS00824	schmatzen	mit Wohlbehagen trinken	Trinken	Trinken	
LS01070	schocken	anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken	Trinken	Trinken.Alkohol_trinken	
LS01524	sifflen	anhaltend u. viel trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken.Alkohol_trinken	
LS02448	suffen	saufen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
LU00253	us-suffen	leer saufen	Trinken.Austrinken	Trinken.Alkohol_trinken	
PA00305	ab-heben	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA00579	ab-saufen	oben heruntersaufen	Trinken	Trinken.Schnell_große_Mengen_trinken	
PA00610	ab-schießen	einen (Wein) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA00825	ab-trinken	von oben wegtrinken	Trinken	Trinken.Austrinken	
PA00825	ab-trinken	ein Glas Bier oder Wein leeren	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken.Austrinken	
PA01737	an-dudeln	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA01739	an-duseln	sich einen Dusel antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA01829	an-feuchten	einen trinken	Trinken.Alkohol_trinken	Trinken	
PA02138	an-rauchen	sich einen kleinen Rausch antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA02174	an-säufeln	sich einen kleinen Rausch antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA02175	an-saufen	mit dem Saufen (Trinken) beginnen	Trinken	Trinken.Alkohol_trinken	
PA02175	an-saufen	sich volltrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA02176	an-säuseln	sich leicht betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA02250	an-schwipsen	sich einen Rausch antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA02391	an-trudeln	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA03164	auf-laden	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PA03607	aus-bürsten	austrinken, leer trinken	Trinken.Austrinken	Trinken.Austrinken	
PA03624	aus-dudeln	saugend austrinken	Trinken.Austrinken	Trinken.Austrinken	
PA03730	aus-gluckern	austrinken	Trinken.Austrinken	Trinken.Austrinken	
PA03809	aus-läppern	in kleinen Schlucken austrinken	Trinken.Austrinken;Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PA03882	aus-pitschen	austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken.Austrinken	
PA03957	aus-saufen	leer saufen	Trinken.Austrinken	Trinken.Austrinken	
PA04011	aus-schöppeln	zu Ende schöppeln, trinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken.Austrinken	
PA04077	aus-stauben	austrinken	Trinken.Austrinken	Trinken.Austrinken	
PA04127	aus-trinken	durch Trinken leer machen	Trinken.Austrinken	Trinken.Austrinken	
PB00514	bambuschieren	zechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB00550	bamscheln	trinken	Trinken	Trinken.Alkohol_trinken	
PB00551	bamschen	viel trinken, saufen	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PB00669	panschen	zechen, saufen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB01491	bechern	viel trinken, zechen	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PB01537	be-diaduseln	betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB01548	be-dudeln	betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB01633	be-hauen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB01838	be-ledern	betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB01910	bemschen	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PB01928	be-nebeln	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02056	perlen	trinken	Trinken	Trinken	
PB02122	be-rußen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02130	be-sabeln	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02133	be-saufen	besaufen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02138	be-schaskeln, -schassen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02160	be-schlagen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02172	be-schnussen	betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02193	be-seibeln	betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02354	be-trudeln	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02495	be-tutern	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02576	be-zechen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02917	pfetzen	trinken	Trinken.Alkohol_trinken	Trinken	
PB02931	pfiffeln	ein kleines Glas Wein trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB02932	pfiffen	ein kleines Glas Wein trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB03816	pitschen	trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB03948	plämpern	oft trinken	Trinken.Häufig_lange_trinken	Trinken.Alkohol_trinken	
PB04011	blasen	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB04398	blitzen	trinken	Trinken	Trinken.Alkohol_trinken	
PB06369	prosten	trinken	Trinken.Alkohol_trinken	Trinken	
PB06370	prostern	trinken	Trinken.Alkohol_trinken	Trinken	
PB07095	büffeln	trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB07098	büffen	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB07195	pulvern, pülvern	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB07266	pumpen	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB07289	bumpsen, bumsen	ein Glas Wein trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PB07510	bürsten	trinken, zechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PD00646	tanken	trinken (vom Alkohol)	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PD00850	daran-gießen	einen Schoppen, ein Gläschen u.ä. trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PD00873	daran-schütten	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PD01207	tätschern	trinken	Trinken.Alkohol_trinken	Trinken	
PD01473	dawider-schütten	einen trinken	Trinken.Alkohol_trinken	Trinken.Schnell_große_Mengen_trinken	
PD02843	tönen	tüchtig, viel trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PD03186	torschen	tüchtig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PD03599	tränken	trinken	Trinken.Alkohol_trinken	Trinken	
PD04435	trinken	Flüssigkeit zu sich nehmen	Trinken	Trinken	
PD04435	trinken	regelmäßig und zuviel Alkohol trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken.Alkohol_trinken	
PD04751	trudeln	trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PD04968	dudeln	(Alkohol) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PD05009	dulfen	übermäßig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PD05031	tulpen	(Alkohol) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PD05457	durch-saufen	einen Zeitraum hindurch unmäßig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken.Alkohol_trinken	
PD05551	durch-zechen	lange Zeit zechen	Trinken.Alkohol_trinken; Trinken.Häufig_lange_trinken	Trinken.Alkohol_trinken	
PD05716	dürsten, dursten	dürsten, dursten	Durst	Durst	
PD05778	tutchen	trinken	Trinken	Trinken	
PD05783	tuten	tüchtig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PD05792	tutern	saufen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PE00499	ein-binden	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PE00686	ein-läppern	in kleinen Schlucken trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PE00745	ein-nehmen	Alkohol trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PE00863	ein-schlürfen	einschlürfen	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
PE00983	ein-tun	einen Rausch antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PE01003	ein-wärmen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PE01015	ein-wickeln	einen über den Durst trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PE02364	exen	auf einen Zug austrinken	Trinken.Austrinken	Trinken.Austrinken	
PF01241	ver-bürsten	trinkend vergeuden	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF01305	ver-drücken	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF01323	ver-dursteln	zur Löschung des Durstes verbrauchen	Trinken	Trinken	
PF01484	ver-haften	austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken.Austrinken	
PF01615	ver-kasematukeln	einen Schoppen, einen Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF01749	ver-kümmeln	durchbringen, vertrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF01791	ver-lechen	sehr durstig sein (vom Menschen)	Durst	Durst	
PF01792	ver-lechern	sehr durstig sein (vom Menschen)	Durst	Durst	
PF01844	ver-löten	einen (Schoppen) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF02001	ver-pfetzen	vertrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF02014	ver-pitschen	vertrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF02140	ver-salzen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF02146	ver-saufen	vertrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF02165	ver-schaskenen	mit Trinken vergeuden	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF02235	ver-schmieren	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF02311	ver-schwinden	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF02320	ver-seibeln	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF02350	ver-sohlen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF03326	firnzen	einen trinken, schlagen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF04250	voll-laufen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF04269	voll-saufen	sich satttrinken	Trinken	Trinken.Alkohol_trinken	
PF04269	voll-saufen	sich besinnungslos betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PF04279	voll-trinken	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PG01867	ge-nehmigen	sich einen Schoppen Wein, einen Schnaps genehmigen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PG03401	gluckeln	Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PG03403	glucken	trinken	Trinken	Trinken	
PG03410	gluckern	hastig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
PG03417	glucksen	gierig und deutlich vernehmbar trinken	Trinken.Schnell_große_Mengen_trinken;Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
PG03657	gorzen	trinken	Trinken	Trinken	
PH00595	halb-schöpperln	einen Halbschoppen nach dem anderen trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PH01966	heben	einen Schoppen, einen Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PH02402	heim-tun	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PH03728	herum-saufen	auf anderer Kosten trinken	Trinken	Trinken.Alkohol_trinken	
PH03867	herum-trinken	reihum trinken auf jemandes Wohl	Trinken	Trinken.Alkohol_trinken	
PH03915	herum-zipfeln	langsam trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PH04041	herunter-stürzen	trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
PH04921	hinein-schlurpsen	schlürfend trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
PH05378	hinunter-bürsten	trinken	Trinken	Trinken.Schnell_große_Mengen_trinken	
PH05379	hinunter-drehen	trinken	Trinken	Trinken.Schnell_große_Mengen_trinken	
PH05394	hinunter-gießen	trinken	Trinken	Trinken.Schnell_große_Mengen_trinken	
PH05396	hinunter-gluckern	trinken	Trinken	Trinken.Schnell_große_Mengen_trinken	
PH05402	hinunter-jagen	rasch trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
PH05411	hinunter-läppern	schlürfend trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	
PH05414	hinunter-leeren	trinken	Trinken.Austrinken	Trinken.Schnell_große_Mengen_trinken	
PH05440	hinunter-schlenkern	schnell trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
PH05444	hinunter-schlückern	trinken	Trinken	Trinken.Schnell_große_Mengen_trinken	
PH05447	hinunter-schlurpsen	trinken	Trinken	Trinken.Geräuschvoll_trinken	
PH05451	hinunter-schütten	schnell trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
PH05461	hinunter-stürzen	trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
PI00066	illuminieren	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PI00306	itzen	trinken	Trinken	Trinken	
PJ00431	juckeln	in kleinen Schlucken trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PK00014	kacheln	viel trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PK01997	kippen	ein Glas Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PK02440	klappern, kläppern	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PK03154	kneipen	zechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PK03370	knorksen	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PK04001	köpfen	eine Flasche Wein austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	Trinken.Alkohol_trinken	
PL00111	laden	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PL00166	lageln	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PL00511	lappchen	in großen Zügen trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	
PL00518	läppeln	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PL00518	läppeln	in kleinen Schlucken trinken, nippen	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PL00532	lappern	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PL00533	läppern	einen trinken, gern trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PL00533	läppern	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PL00555	lappsen	trinken	Trinken	Trinken	
PL01024	lechern	dürsten	Durst	Durst	
PL01076	ledern	Flüssigkeit zu sich nehmen	Trinken	Trinken	
PL01110	leer-saufen	leersaufen	Trinken.Austrinken	Trinken.Alkohol_trinken	
PL01112	leer-trinken	leertrinken	Trinken.Austrinken	Trinken.Austrinken	
PL01896	liefern	trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PL02239	löschen	Durst stillen	Trinken	Trinken	
PL02325	lotteln	trinken	Trinken	Trinken	
PL02385	luckern	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PL02520	lumpen	einen über den Durst trinken, zechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PL02629	lupfen, lüpfen	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PL02631	lüpfsen	Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PL02668	lutschen	in kleinen Schlucken trinken, nippen	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PM00011	machen	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PM00202	mahlen	trinken	Trinken	Trinken	
PM02313	mit-saufen	mit jemandem aus einem Gefäß trinken, an einem Trinkgelage teilnehmen	Trinken	Trinken.Alkohol_trinken	
PM02432	mit-trinken	am Trinken teilnehmen	Trinken	Trinken	
PM02444	mit-zechen	mitzechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PN00295	nach-trinken	(nach einem anderen) aus demselben Gefäß trinken	Trinken	Trinken	
PN00843	nehmen	trinken	Trinken	Trinken.Alkohol_trinken	
PN01230	nippeln	langsam, in kleinen Schlücken, mit Genuß trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PN01231	nippen	langsam, in kleinen Schlücken, mit Genuß trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PN01389	nuckeln	trinken	Trinken	Trinken	
PN01451	nussen	trinken	Trinken	Trinken	
PR02262	rösten, rosten	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PR02848	rupfen	trinken	Trinken	Trinken	
PS00895	säufeln	trinken	Trinken	Trinken.Alkohol_trinken	
PS00897	saufen	im Übermaß Alkohol trinken, sich betrinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PS00897	saufen	(derb) trinken, bes. gierig, ungesittet trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PS01844	schaskeln	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS01845	schaskenen	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS01847	schaskern	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS02374	schießen	Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS02634	schlachten	einen schlachten = einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS02992	schlauchen, schläuchen	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS03228	schlenkern	trinken, einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS03523	schluckern	häufig, wiederholt trinken	Trinken.Häufig_lange_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PS03591	schluppchen	schluckweise trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PS03596	schlürfeln	in kleinen Schlucken trinken, nippen	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PS03646	schlutzern	(in kleinen Schlucken, schlürfend) trinken	Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken	Trinken.Langsam_kleine_Mengen_trinken	
PS03852	schmettern	trinken, einen heben	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS03901	schmieren	trinken, zu trinken geben	Trinken	Trinken	
PS03989	schmoren	einen trinken, einen heben	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS04187	schnallen	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS04254	schnäpseln	gerne und oft Schnaps trinken	Trinken.Alkohol_trinken; Trinken.Häufig_lange_trinken	Trinken.Alkohol_trinken	
PS04255	schnapsen	Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS04315	schnärren	einen (Wein, Schnaps) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS04576	schnellern	einen (Schoppen, Schnaps usw.) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS04881	schnurren	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS05045	schöpfen	ausgiebig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PS05059	schöppeln	(gern und häufig) trinken	Trinken.Häufig_lange_trinken	Trinken.Alkohol_trinken	
PS05980	schwächen	Alkohol trinken, einen trinken, zechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS06158	schwappeln	viel Alkohol trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PS06159	schwappen	Alkohol trinken, stark trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PS06319	schwefeln	einen schwefeln = einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS09525	spulen	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PS10098	stauben	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS10171	stechen	einen (Schnaps) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS10586	stemmen	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS10923	stillen	trinken	Trinken	Trinken	
PS11349	stoßen	tüchtig einen trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	
PS12215	stülpen	Alkohol trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
PS12380	stürzen	ein Glas umdrehen, einen trinken	Trinken.Alkohol_trinken	Trinken.Schnell_große_Mengen_trinken	
PS12471	suckeln, zuckeln	trinken	Trinken	Trinken	
PS12524	suffeln, süffeln	heimlich trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	
