xml:id	Lemma	Wortart	Level	Definition	Konzept	Begriff	Begriff_gemappt
PK00080	Kaffee-milch	Substantiv	-	Milch für den Kaffee	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch
PK00105	Kaffee-trinken	Substantiv	2	Nachmittagskaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Trinken	Kaffee	kein_Trinken
PK00181	Kakao	Substantiv	-	Kakao	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao	Kakao; Kakaogetränk; Kakaomilch; Milchkakao; Schokolade	Kakao
PK00187	Kälbchens-käse	Substantiv	x	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Milch
PK00762	Karst	Substantiv	2	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PK00763	Karst-anis	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Anisschnaps; Branntewein; Branntwein; Schnaps	Schnaps
PK00764	Karst-ausgemachter	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PK00772	Karsten-wasser, Karst-wasser	Substantiv	-	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PK01068	Kathreiner-brühe	Substantiv	-	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Kaffee
PK01779	Kikerikik, Kikeres, Kikeriki, Kikeres	Substantiv	3	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PK01996	Kippen	Substantiv	3	Rest im Bierglas	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	kein_Trinken
PK02086	Kirbe-wein	Substantiv	2	saurer, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PK02235	Kirsch	Substantiv	-	Kirschbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	kein_Trinken
PK02277	Kirschen-saft, Kirsch-saft	Substantiv	2	Saft aus Kirschen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Obstsaft; Saft	Saft
PK02278	Kirschen-schnaps, Kirsch-schnaps	Substantiv	-	Branntwein aus Kirschen und Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Branntwein
PK02285	Kirschen-wasser, Kirsch-wasser	Substantiv	-	Branntwein aus Kirschen und Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Branntwein
PK02535	Klecks	Substantiv	2	ein Glas Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PK02772	Klicker-wasser	Substantiv	-	Selterswasser in Flaschen mit Glaskugelverschluß	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralswasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Selterswasser
PK03365	Knorbel, Knurbel, Knürbel	Substantiv	4a	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	kein_Trinken
PK03477	Knupper, Knuppert	Substantiv	7a	ein Glas Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PK03783	Koloster	Substantiv	-	erste Milch einer Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Milch
PK03784	Kolostral-milch	Substantiv	-	erste Milch einer Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Milch
PK03840	Kommunist	Substantiv	2	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PK03926	Konrad-setz-dich	Substantiv	-	Haustrunk, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PK04157	Korn-branntwein	Substantiv	-	Branntwein aus Roggen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Korn; Kornbrand; Kornbranntwein	Branntwein
PK04184	Korn-kaffee	Substantiv	-	aus geröstetem Roggen zubereitetes kaffeeartiges Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee	Getränk
PK04205	Korn-schnaps	Substantiv	-	Branntwein aus Roggen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Korn; Kornbrand; Kornbranntwein	Branntwein
PK04245	Koscher-most	Substantiv	-	aus dem elterlichen Keller von den Söhnen heimlich verkaufter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Most	kein_Trinken
PK04340	Krabbel-an-der-Wand	Substantiv	2	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein
PK04344	Krabbeler	Substantiv	2b	Wein, der leicht trunken macht	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PK04477	Krambambel	Substantiv	x2	Schnaps der Marke 'Krambambuli'	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PK04481	Krambutsch	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PK04633	Kratzer, Krätzer	Substantiv	2c	geringer, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PK04694	Kräuter-tee	Substantiv	-	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	kein_Trinken
PK04742	Kraut-tee	Substantiv	-	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	kein_Trinken
PK05631	Kuh-milch, Küh-	Substantiv	-	Kuhmilch, Kühmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch
PK05774	Kümmel	Substantiv	2.2a	Schnaps, gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kümmelbranntwein	Schnaps
PK05784	Kümmel-schnaps	Substantiv	-	Schnaps, gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kümmelbranntwein	Schnaps
PK05881	Kunst-wein	Substantiv	-	gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PK05982	Kurzer	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Kurzer; Schnaps	Kurzer; Schnaps
PK06040	Kutscher	Substantiv	2	geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL00084	Lackel-tackel	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL00095	Lacks-brühe, Lackels-	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL00159	Lagageri	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL00169	Lager-bier	Substantiv	x	Lagerbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	kein_Trinken
PL00178	Lager-wein	Substantiv	-	Wein, der im Faß gelagert wird, zum Lagern geeigneter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL00379	Land-wein	Substantiv	-	Landwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Landwein	kein_Trinken
PL00514	Lappel-brühe	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL00564	Lari	Substantiv	x	Verwässertes (z.B. Kaffee, Wein, Suppe)	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Wein	Kaffee; Wein
PL00750	Lauer, Läuer	Substantiv	3	Wein, der aus den mit Wasser eingeweichten Preßrückständengewonnen wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL00754	Läuer-brühe	Substantiv	-	Tresterwein, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL00755	Läuerer	Substantiv	-	Tresterwein, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL00808	Laugens-brühe, Laugs-brühe	Substantiv	-	fades, schlechtes Getränk, bes. von Kaffee oder Wein	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Getränk; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Trank; Trunk; Wein	Getränk; Kaffee
PL00911	Lauter-wasser	Substantiv	-	Kaiserslauterer Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier
PL01170	Lehnen-wein, Lehn-wein	Substantiv	-	Wein einer Hanglage	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PL01433	Leimen-brühe, Leim-brühe	Substantiv	2	noch nicht ausgegorener, trüber Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Wein
PL01924	likör	Substantiv	-	likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Likör	kein_Trinken
PL01943	Limonade	Substantiv	-	Limonade	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Limonade	Limonade
PL02060	Lo-bier	Substantiv	-	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	kein_Trinken
PL02297	Lot-bier	Substantiv	-	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	kein_Trinken
PL02673	Lutter	Substantiv	-	Zwetschgen- oder Birnenschnaps, der zum zweitenmal gebrannt wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	kein_Trinken
PM00006	Mach-bach	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PM00007	Mach-buck	Substantiv	-	geringer Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PM00112	Magdalenen-brühe	Substantiv	x1	aufgewärmter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Kaffee
PM00112	Magdalenen-brühe	Substantiv	x2	von einem Trinker als schwach bezeichneter Whisky	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Whiskey; Whisky	kein_Trinken
PM00114	Magdalenen-wasser	Substantiv	x	aufgewärmter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee
PM00141	Magen-bitter	Substantiv	-	Magenbitter	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Digestif; Magenbitter; Verdauungsschnaps	kein_Trinken
PM00171	Mager-milch	Substantiv	-	entrahmte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Magermilch	Magermilch; Milch
PM00457	Malz-kaffee	Substantiv	-	Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee	Malzkaffee
PM00569	Männer-milch	Substantiv	-	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PM00867	Märzen-bier, März-bier	Substantiv	-	im März gebrautes Lagerbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Märzenbier	Märzenbier
PM01010	Matte	Substantiv	2.2	Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Sauermilch
PM01211	Maurers-likör, Maurer-likör	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PM01216	Maurers-schnaps, Maurer-schnaps	Substantiv	-	minderwertiger Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Schnaps
PM01361	Meer-rettich	Substantiv	3	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PM01688	Met	Substantiv	1	selbstgebrautes Getränk aus Wasser, Honig und unvergorenem Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Honigwein; Met	Getränk; Met
PM01838	Milch	Substantiv	1	Milch der Haustiere, Muttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch
PM01892	Milch-kaffee	Substantiv	-	Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Milchkaffee	Milchkaffee
PM02033	Mineral-wasser	Substantiv	-	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Mineralwasser
PM02088	Misch-kaffee	Substantiv	-	Mischung aus Bohnen- und Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Bohnenkaffee; Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee	kein_Trinken
PM02468	Mockel	Substantiv	1	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PM02726	Moppel, Möppel	Substantiv	8	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PM02731	Mops, Moppes	Substantiv	6	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PM02853	Morgen-kaffee	Substantiv	-	Morgenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	kein_Trinken
PM02919	Mosel	Substantiv	2	Moselwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PM02920	Mosel-wein	Substantiv	-	Moselwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PM02922	Moses, Mosche	Substantiv	3	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PM02926	Most	Substantiv	1b	unvergorener Saft gekelterter Äpfel, Birnen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Apfelsaft; Fruchtsaft; Obstsaft	Most; Saft
PM02926	Most	Substantiv	x1c	Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Most
PM02926	Most	Substantiv	1a	unvergorener, süßer Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Traubensaft	Most
PM02931	Most-brühe	Substantiv	-	unvergorener, süßer Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Traubensaft	kein_Trinken
PM02989	Mozenblätter-tee	Substantiv	-	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	kein_Trinken
PM03003	Mucken-buff	Substantiv	-	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee; Muckefuck	Malzkaffee
PM03010	Mucken-fuck	Substantiv	-	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee; Muckefuck	Malzkaffee
PN00008	Nabel-naß	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PN00011	Nabel-wärmer	Substantiv	-	guter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PN00118	Nach-lauf	Substantiv	2	Schnaps, der beim Brennen zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PN00118	Nach-lauf	Substantiv	1	Most bzw. Wein, der beim Keltern zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Most
PN00330	Nacht-wächter	Substantiv	2b	abgestandenes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier
PN00346	Nach-wein	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PN00483	Nähts	Substantiv	2b	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PN00746	Nebel-zerstörer	Substantiv	-	geringer Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PN00899	Nerven-schwächer	Substantiv	-	sehr starker Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PN01414	Nulpes	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee
PN01475	Nuß-schnaps	Substantiv	-	aus grünen Walnüssen bereiteter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PO00109	Ober-länder	Substantiv	-	Wein aus der oberen Haardt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PO00234	Obst-saft	Substantiv	-	Obstsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Obstsaft	kein_Trinken
PO00242	Obst-wein	Substantiv	-	Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	kein_Trinken
PO00541	Oktober-tee	Substantiv	-	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PO00573	Olig	Substantiv	2	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PQ00264	Quetsch	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	kein_Trinken
PQ00274	Quetschen-branntwein	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	kein_Trinken
PQ00303	Quetschen-schnaps	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	kein_Trinken
PQ00312	Quetschen-wasser	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	kein_Trinken
PR00049	Rachen-putzer	Substantiv	1b	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PR00049	Rachen-putzer	Substantiv	1a	minderwertiger, schlechter Wein; Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR00059	Rackel-gackel	Substantiv	-	schlechter, gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR00102	Radetzky	Substantiv	-	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR00122	Radler-maß	Substantiv	-	Mischgetränk aus Bier und Limonade	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Bier-Limonade-Mix; Biermischgetränk; Radler	kein_Trinken
PR00253	Rampaß	Substantiv	1.1	saurer Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR00263	Rampfer	Substantiv	-	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR00334	Ranzen-risser	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR00383	Rappis	Substantiv	-	saurer, schlechter Wein; Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR00399	Räppsel	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PR00401	Rappser, Räppser	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	kein_Trinken
PR00454	Raspel	Substantiv	3	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PR00480	Rassi-bulli	Substantiv	-	schlechter, saurer Wein; Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR00571	Ratzen-butz	Substantiv	-	starker Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	kein_Trinken
PR00727	Rauscher	Substantiv	-	gärender Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Most
PR00763	Reben-blut, Reb-	Substantiv	2	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR00780	Reben-saft, Reb-	Substantiv	2	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Rebensaft	Rebensaft; Wein
PR01305	Reiß-mich-um	Substantiv	-	für Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps
PR01306	Reiß-mischung	Substantiv	-	sehr saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR01532	Rhabarber-wein	Substantiv	-	Wein aus Rhabarber	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Wein
PR01551	Rhein-wasser	Substantiv	2	scherzhafte Bezeichnung des Ludwigshafener Biers	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	kein_Trinken
PR01691	Riesling-wein	Substantiv	-	Wein aus Riesling	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Riesling	Wein
PR01866	Rippes	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PR01901	Risser	Substantiv	2e	neuer, noch gärender Wein mit prickelndem Geschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Wein
PR02375	Rot-wein	Substantiv	-	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Roter; Rotwein	Rotwein
PR02699	Rülps-wasser	Substantiv	-	Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Sprudelwasser
PR02704	Rum	Substantiv	-	Rum	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Rum	kein_Trinken
PR02776	Runde	Substantiv	1	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	Getränk; Trank; Trunk	Getränk
PR02804	Rundung	Substantiv	x2	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	Getränk; Trank; Trunk	Getränk
PS00092	Säckels-brühe	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
PS00099	Säcker, Säckert	Substantiv	2	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
