xml:id	Lemma	Wortart	Level	Definition	Konzept	Konzept_gemappt	Distanz_minimal	Distanz_Durchschnitt	Kante_min
PH03605	herum-klüngeln	Verb	-	vom Garnstrang abnehmen und zu einem Klüngel wickeln	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PU00348	Ulm	Adjektiv	2c	ein Kegelspiel	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD01739	delikat	Adjektiv	x2	fein, zartfühlend	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08524	Speck-klotz	Substantiv	-	dicker Mensch, Fettwanst	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH04401	Hickel-bank	Substantiv	x	mit Kreideauf dem Boden dargestellte Bahn für das Spiel Hickel(ch)ns	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07103	Sekretär	Substantiv	2	Schreibtisch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF05728	Funken-sonntag	Substantiv	-	der Sonntag Invokavit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08600	Speierling	Substantiv	-	der Baum Sorbus domestica und seine Frucht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PI00286	Italiener-huhn	Substantiv	-	die Hühnerrasse Italiener	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB05547	Braddel	Substantiv	1	Kuhkot	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM02615	Monats-frau	Substantiv	-	Haushaltshilfe, die stundenweise arbeitet (und monatlich entlohnt wird)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06492	Schwengel	Substantiv	2b	Geschlechtsteil des Hengstes	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00099	Zahn-schrupper	Substantiv	-	Zahnbürste	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10650	Stern-buben	Substantiv	-	durch das Dorf ziehende und Gaben heischende Sternsingerbuben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02335	Lotterie	Substantiv	-	Lotterie	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02041	ver-purzeln	Verb	-	purzelnd in Unordnung bringen, niedertreten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD02277	Diebchens	Substantiv	x	Knabenspiel	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB06834	brutteln	Verb	4	schlecht arbeiten (vom Waschen und Stricken)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02703	Klein-Schweinfurt	Substantiv	-	Neckname	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PE02068	er-wachsen	Verb	1	wachsen, gedeihen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW02082	Welts-kerl	Substantiv	2	ein besonders tüchtiger, erfolgreicher Mensch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04669	kraukelig	Adjektiv	1b'a	klein und unscheinbar, kümmerlich	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH00178	häckeln	Verb	'2	beim Gehen die Fußknöchel aneinander reiben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK06048	kuttchern, küttchern	Verb	2b	verstohlen lachen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM00985	Material	Substantiv	-	Material	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04330	Köze	Substantiv	1a	aus Weiden oder Holzspänen geflochtener Rückenkorb mit Tragebändern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08445	spauzen	Verb	1d	Glut, Asche, Hitze von sich geben (vom Feuer)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PJ00045	Jagd-spezel	Substantiv	-	Jagdfreund	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN01063	Neun-töter, Neune-	Substantiv	1d	Aeschna cyanea	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04335	Közen-korb	Substantiv	2	großer Korb für Häcksel	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD01650	Deichsel-schraube	Substantiv	-	Stift an derDeichsel, der das Herausgleiten der Aufhaltkette verhindert	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01336	Kegel-geld	Substantiv	-	der von der verlierenden Partie zu zahlende Betrag	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11347	Stößel-pumpe	Substantiv	-	Jauchepumpe	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ01963	Zwerg-erbse	Substantiv	-	niedrig wachsende Erbsensorte	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02194	ver-schlafen	Verb	3	schläfrig, schlaftrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02432	luft-leer	Adjektiv	-	luftleer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB05125	Bord	Substantiv	'1.2	Totentragbahre	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF04357	Vor-beter	Substantiv	-	wer vorbetet	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02128	ver-rupfen	Verb	1	zerrupfen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07488	Huren-bock	Substantiv	-	lasterhafter Mann	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07108	Sekunde	Substantiv	-	Sekunde	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08659	Spelle	Substantiv	-	Stecknadel	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH04114	Herz-förmchen	Substantiv	-	Blechform zum Ausstechen des herzförmigen Kleingebäcks	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH04001	herunter-rudeln	Verb	2	massenhaft herabfallen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08128	Sottisen	Substantiv	2	unnötige Umstände	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08176	spälteln	Verb	-	Holz zum Feueranmachen in feine Späne spalten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM01844	Milch-bart	Substantiv	1	flaumiger, weicher Bartansatz bei Jugendlichen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH03492	herum-drücken	Verb	1a	alle Arbeiten machen lassen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01178	Sau-staller, -ställer	Substantiv	-	Neckname	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD05469	durch-schlagen	Verb	1b	eine Mauer durchbrechen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW00640	Wande	Substantiv	-	Streifen am Ende des Ackers, an dem der Pflug wendet	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB03342	Pienseler	Substantiv	1	empfindliche, weinerliche Person	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05858	Schüssel-schaft	Substantiv	-	Regal für Schüsseln und Teller	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK03692	Kohl-hübel	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02713	Vesper	Substantiv	1	Nachmittagsgottesdienst bei Katholiken, Abendmesse	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00905	Saufen-zuber	Substantiv	-	Standgefäß, in dem das Viehfutter gesammelt und angemengt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00124	Kaft, Käft	Substantiv	2a	eiserner Ring am Pflug, in dem das Sech mit einem Holzkeil festgeklemmt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD03009	Dörfer	Substantiv	-	die Dorfbewohner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10063	starren	Verb	-	mit unbewegten Augen blicken, etwas mit den Augen fixieren	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04153	Schnaken-messer	Substantiv	-	altes, rostiges, abgenutztes Messer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02463	Lügen-bock	Substantiv	-	Lügner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10009	Stangen-rose	Substantiv	1	Malve (Althea rosea Cav.)Gartenblume	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01609	Kessel-fabrik	Substantiv	-	Kesselfabrik	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PE00405	Eier-weck	Substantiv	-	mürbes Brötchen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF01649	ver-klabern	Verb	x	mit klebrigem Schmutz bedecken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10171	stechen	Verb	4a	jemanden überlisten, austricksen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB04479	Blümchen-rühr-mich-nicht-an	Substantiv	2	schüchternes Kind	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA03743	aus-hauen	Verb	4	roden	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01223	wecken	Verb	'1	wach machen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD04553	Drohnen-brut	Substantiv	1	Brut, aus der nur Drohnen hervorgehen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA02197	Anschläge-fresser	Substantiv	1	Mensch, der immer wieder neue Wünsche und Pläne hat	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA01982	Anke(l)	Substantiv	-	Nacken, Genick	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF00258	falzen	Verb	-	balzen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00818	Oster-gasse	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00846	Laus-ficke	Substantiv	1b	Mensch mit verfilztem, verlaustem Haar	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA00191	ab-fahren	Verb	I1d	durch Fahren abnützen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA00857	ab-wälzen	Verb	-	abwälzen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG04185	grimmen	Verb	-	zusammenziehen (den Mund beim Genuß scharfer Sachen)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01386	schäffeln	Verb	2	tauen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01176	Watz-klickert	Substantiv	-	komischer Kauz	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00195	Säge-blatt	Substantiv	-	Sägeblatt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD03019	Dorf-glocke	Substantiv	-	weibliche Person, die alle Dorfneuigkeiten weiß und verbreitet	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00418	Kampanje	Substantiv	2	zeitlich befristete Unternehmung, Hauptbetriebszeit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06892	Seiber-gusche	Substantiv	2b	wer viel und zugleich unüberlegt redet	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06404	Schwein-pelz	Substantiv	-	unsauberer, gemeiner Mensch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12419	Stutzen	Substantiv	2	das untere, dicke Ende einer Getreidegarbe	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03037	schlecht	Adjektiv	+1a	einfach, schlicht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01399	keilen, keideln	Verb	x'1.2b	werfen, schleudern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF03995	Flor-kleid	Substantiv	-	Kleid aus Flor	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01294	Kaute	Substantiv	4d	Flurname	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD04254	Drescher	Substantiv	1b	Dreschwagen, Dreschmaschine	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB07269	Pumpen-kübelchen	Substantiv	-	kleiner Kübel an der Wasserpumpe	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG03404	glücken	Verb	-	glücken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08699	Spende	Substantiv	2	Armenfonds, Sozialleistung für Arme	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01287	schäbig, schabig	Adjektiv	4c	unsinnig (schabiges Zeug machen = Unsinn treiben)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM02582	Mollo	Substantiv	1	Kopf	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ01180	zu-fahren	Verb	1a	drauflos fahren, zügig fahren	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PE01635	Ent-setzung	Substantiv	+	Absetzung, Entlassung aus einem Amt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07736	Skelett	Substantiv	-	Skelett	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA02514	Apfel-körbchen	Substantiv	-	Gerät zum Obstbrechen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11258	Stopsel, Stöpsel	Substantiv	2	kleingewachsener Mensch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02879	Kloster-gasse	Substantiv	-	Gasse, die an ein Kloster oder an einenklösterlichen Gutshof erinnert	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01160	Katzen-narr	Substantiv	-	großer Katzenfreund	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00742	Karo	Substantiv	'1.1	viereckige Abteilung des Gartens	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05085	schoren	Verb	'1.2	(mit dem Spaten) umgraben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB00111	Pacht-acker	Substantiv	-	gepachteter Acker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06699	Schwuppch	Substantiv	-	Schwung, Stoß	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00948	Zoll	Substantiv	'2.2b	Zollkontrolle, Zollamt, Zollstation	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PI00023	Igel	Substantiv	2a	Kastanienhülse	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02179	Kirchen-vermögen	Substantiv	-	Kirchenvermögen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA02270	An-sinnen	Substantiv	-	Ansinnen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM01335	Meckes, Mekes	Substantiv	'2.2b	im Wachstum zurückgebliebenes Tier	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN01043	neun-eckig	Adjektiv	x1c	faul, ungefällig	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA03359	auf-springen	Verb	4b	aufbersten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB01591	be-gehren	Verb	-	begehren	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB02119	be-ruhigen	Verb	-	nach einer Aufregung ruhig werden	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00735	Nebel-macher	Substantiv	-	wer Darmwinde streichen läßt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA00823	ab-treten	Verb	1c	überlassen, freiwillig abgeben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB04621	Blut-sturz	Substantiv	-	Blutsturz	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07312	Hunger-panz	Substantiv	-	Geizhals	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG03137	Glan-rasse	Substantiv	-	eine im Glantal gezüchtete Rindviehrasse	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH06042	Hohl-meißel	Substantiv	-	Meißel mit ausgehöhlter Schneide	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04573	Schneller-bogen	Substantiv	-	Armbrust als Spielzeug der Jungen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10548	Stelle	Substantiv	1	Ort, Platz	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG03098	Giraffe	Substantiv	2a	überaus große Person	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH04101	Herz-drücker	Substantiv	1b	Kartoffeln	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00539	Näppes	Substantiv	-	kleiner Mann	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG00438	Garn-sack	Substantiv	-	Fangnetz für Vögel	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11515	Strang-schläger	Substantiv	-	Pferd, das die Unart hat, über die Stränge zu schlagen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG00626	Gattings-kuh	Substantiv	-	passende Kuh	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB05524	Brach-wiese	Substantiv	-	auf Brachland angelegte Wiese	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB01849	Belgier	Substantiv	-	Name einer Pferderasse (schweres Pferd)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01351	Reiter-schule	Substantiv	-	Karussell	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG01551	Gelb-füße	Substantiv	x	Neckname	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB06345	Prophet	Substantiv	2b	(ü) sachl.	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11314	Stör-näherin	Substantiv	-	Schneiderin, die ins Haus kommt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB07542	bus	Adjektiv	-	tuberkulös (vom Rindvieh)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA02292	An-stand	Substantiv	2	Anstand auf der Jagd	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12129	Stuben-mücke	Substantiv	-	Stubenfliege (Musca domestica)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00144	nach-plärren	Verb	x	nachschreien, nachbrüllen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR00308	ranksen	Verb	4b	schimpfen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF04895	vorwärts-gehen	Verb	-	gut vonstatten gehen, sich günstig entwickeln	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05803	Schurgelchens	Substantiv	-	ein Klickerspiel	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH00884	Handel	Substantiv	1a	Kauf und Verkauf von Waren	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PE01290	Elends-klamm	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02667	Ver-zeichnis	Substantiv	1	Schulzeugnis	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01760	Leute-schinder	Substantiv	1a	reicher Mensch, der die Armen unterdrückt und ausnützt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB03162	Pfuhl-pritsche	Substantiv	-	Einspännerkarren, auf dem das Jauchefaß transportiert wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA03467	Auf-zug	Substantiv	1	Vorrichtung zum Heben von Lasten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS12503	sudeln	Verb	4b	gleichzeitig regnen und schneien	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04207	schnappen	Verb	2b	(durch Kopfnicken) zustimmen, bejahen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02488	Schinägler	Substantiv	-	Arbeiter	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB04074	Platsch-maul	Substantiv	-	wer viel und Schlechtes über andere redet	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH02525	Heller-zins	Substantiv	+	Geldleistung in Hellern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11757	Streuner	Substantiv	-	wer draußen herumläuft, herumirrt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF00630	Faul-lieschen	Substantiv	-	Akelei	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01799	Ringel-hafte	Substantiv	-	Öse, in die die Hafte eingehängt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01128	Katzen-haar	Substantiv	2b	ein nicht näher bezeichnetes Unkraut	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00839	Kaschmir	Substantiv	-	feiner Wollstoff (früherer Zeit)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD03115	Dorn, Dornen	Substantiv	'1.2a	Stahlbolzen zum Durchlöchern von Eisenblech, auch zum Erweitern von Löchern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01883	liederig, liedrig	Adjektiv	2	kränklich, gesundheitlich hinfällig	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM02794	Mords-kaffer	Substantiv	-	dummer Kerl	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04972	Schöffe	Substantiv	-	ehrenamtlicher Laienrichter	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH02443	Heirats-jahre	Substantiv	-	Heiratsalter	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA02713	Armen-recht	Substantiv	-	Armenrecht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PB05606	Brand-platscher	Substantiv	-	Huflattich (Tussilago farfara)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA00327	ab-jagen	Verb	1	durch Jagen ermüden, abhetzen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01739	Kienholz-fackel	Substantiv	-	Leuchte aus Kiefernholz	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01189	Lehnung	Substantiv	1	Verpachtung, insbes. öffentliche Pachtvergabe	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01836	Ring-wurst	Substantiv	-	große Wurst	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD04933	Tuch-rock	Substantiv	-	Tuchrock	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PD03149	dornig	Adjektiv	-	dornig	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00794	Lauf-pfeiler	Substantiv	-	Armbrust der Knaben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05905	Schutt-halde	Substantiv	-	Abraumhalde des Steinbruchs	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00078	Nach-geschwistergockel	Substantiv	-	weitläufiger Verwandter	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PA02148	an-reiben	Verb	-	entzünden, auflösen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF03015	Vieh-natur	Substantiv	-	kerngesunde, widerstandsfähige Körperbeschaffenheit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS11397	Stotterin	Substantiv	-	eine stotternde Frau	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03267	Schleuder	Substantiv	1a	Steinschleuder, bes. Gummischleuder der Knaben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS10879	stiel-faul	Adjektiv	-	mit Fäulnisstellen am Stiel	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00363	Nack-arsch	Substantiv	3a	Herbstzeitlose (Colchicum autumnale)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00363	Nack-arsch	Substantiv	2b	wirtschaftlich ruinierter Mensch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02985	Vieh-hafen	Substantiv	1	eiserner, großer Topf zum Kochen des Viehfutters	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF05611	führen	Verb	I2a'b	befördern, transportieren	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02053	Kirbe-kranz	Substantiv	x2	Kranz (Kränze) am Kirbebaum	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH03807	herum-stiefeln	Verb	-	viel unterwegs sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PJ00164	japsen	Verb	-	nach Luft schnappen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM01143	Maul-löcher	Substantiv	-	Nüstern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04609	Krätscher	Substantiv	-	Eichelhäher	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03861	Würz-stüpfe	Substantiv	+f	womit oder in was Gewürze zerstoßen werden	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
