xml:id	Lemma	Wortart	Level	Definition	Konzept	Stringabgleich	ModernGBERT	Llama3.3:70b
PM02181	Mist-haufen	Substantiv	2	Flecken, Pickel, Ausschlag im Gesicht	kein_Trinken	1/1	1/1	1/1
PM02313	mit-saufen	Verb	-	mit jemandem aus einem Gefäß trinken, an einem Trinkgelage teilnehmen	Trinken	1/1	1/1	0/1
PM02360	Mittel-brücke	Substantiv	-	Tragschemel in der Mitte des Wagens unter dem Wagenboden	kein_Trinken	1/1	1/1	1/1
PM02432	mit-trinken	Verb	-	am Trinken teilnehmen	Trinken	0/1	0/1	0/1
PM02444	mit-zechen	Verb	-	mitzechen	Trinken.Alkohol_trinken	0/1	0/1	1/1
PM02468	Mockel	Substantiv	1	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PM02544	mole	Adjektiv	-	betrunken	kein_Trinken	1/1	1/1	1/1
PM02582	Mollo	Substantiv	1	Kopf	kein_Trinken	1/1	1/1	1/1
PM02615	Monats-frau	Substantiv	-	Haushaltshilfe, die stundenweise arbeitet (und monatlich entlohnt wird)	kein_Trinken	1/1	1/1	1/1
PM02726	Moppel, Möppel	Substantiv	8	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PM02731	Mops, Moppes	Substantiv	6	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PM02771	Mords-affe	Substantiv	-	schwerer Rausch	kein_Trinken	1/1	1/1	1/1
PM02775	Mords-brand	Substantiv	2	starker Durst	Durst	1/1	1/1	1/1
PM02794	Mords-kaffer	Substantiv	-	dummer Kerl	kein_Trinken	1/1	1/1	1/1
PM02812	Mords-rausch	Substantiv	-	großer Rausch	kein_Trinken	1/1	1/1	1/1
PM02853	Morgen-kaffee	Substantiv	-	Morgenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0/1	1/1	1/1
PM02919	Mosel	Substantiv	2	Moselwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PM02919	Mosel	Substantiv	1	Flurname (Fluß zum Rhein)	kein_Trinken	1/1	1/1	1/1
PM02920	Mosel-wein	Substantiv	-	Moselwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PM02922	Moses, Mosche	Substantiv	3	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PM02923	Moses-kalb	Substantiv	-	dummer Mensch	kein_Trinken	1/1	1/1	1/1
PM02926	Most	Substantiv	1b	unvergorener Saft gekelterter Äpfel, Birnen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	1/1	1/1	1/1
PM02926	Most	Substantiv	1a	unvergorener, süßer Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	1/1	1/1	1/1
PM02926	Most	Substantiv	x1c	Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PM02931	Most-brühe	Substantiv	-	unvergorener, süßer Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	1/1	1/1	1/1
PM02984	Moze	Substantiv	'1.2	Herbstzeitlose	kein_Trinken	1/1	1/1	1/1
PM02989	Mozenblätter-tee	Substantiv	-	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	0/1	1/1	1/1
PM03003	Mucken-buff	Substantiv	-	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	1/1	1/1	1/1
PM03010	Mucken-fuck	Substantiv	-	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	1/1	1/1	1/1
PM03095	Mühl-bühl	Substantiv	+	Flurname	kein_Trinken	1/1	1/1	1/1
PM03137	Mühl-stück	Substantiv	-	Flurname	kein_Trinken	1/1	1/1	1/1
PM03370	Musikanten-durst	Substantiv	-	großer Durst, wie er bei Musikanten üblich ist	Durst	1/1	1/1	1/1
PN00008	Nabel-naß	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PN00011	Nabel-wärmer	Substantiv	-	guter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PN00078	Nach-geschwistergockel	Substantiv	-	weitläufiger Verwandter	kein_Trinken	1/1	1/1	1/1
PN00118	Nach-lauf	Substantiv	2	Schnaps, der beim Brennen zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PN00118	Nach-lauf	Substantiv	1	Most bzw. Wein, der beim Keltern zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PN00144	nach-plärren	Verb	x	nachschreien, nachbrüllen	kein_Trinken	1/1	1/1	1/1
PN00257	Nacht-licht	Substantiv	2b'a	wer bis in die späte Nacht im Wirtshaus sitzt	kein_Trinken	1/1	1/1	1/1
PN00295	nach-trinken	Verb	-	(nach einem anderen) aus demselben Gefäß trinken	Trinken	1/1	1/1	0/1
PN00313	Nacht-schmetterling	Substantiv	1	eine Mottenart zur Zeit der Heuernte	kein_Trinken	1/1	1/1	1/1
PN00330	Nacht-wächter	Substantiv	2b	abgestandenes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	1/1	1/1	1/1
PN00333	Nacht-wandler	Substantiv	-	Schlafwandler	kein_Trinken	1/1	1/1	1/1
PN00336	Nacht-wisch	Substantiv	2b	Mädchen, das sich spät in der Nacht herumtreibt	kein_Trinken	1/1	1/1	1/1
PN00346	Nach-wein	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PN00363	Nack-arsch	Substantiv	3a	Herbstzeitlose (Colchicum autumnale)	kein_Trinken	1/1	1/1	1/1
PN00363	Nack-arsch	Substantiv	2b	wirtschaftlich ruinierter Mensch	kein_Trinken	1/1	1/1	1/1
PN00483	Nähts	Substantiv	2b	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PN00494	Namen	Substantiv	+2b	Rechtstitel	kein_Trinken	1/1	1/1	1/1
PN00520	nängern, nangern	Verb	-	weinerlich bitten, nörgeln; wehleidig tun	kein_Trinken	1/1	1/1	1/1
PN00539	Näppes	Substantiv	-	kleiner Mann	kein_Trinken	1/1	1/1	1/1
PN00634	Nasen-schild, Nas-schild	Substantiv	-	in die Straße ragendes Wirtshausschild	kein_Trinken	1/1	1/1	1/1
PN00670	Naß-kittel	Substantiv	1	Säufer	kein_Trinken	1/1	1/1	1/1
PN00728	Nebel	Substantiv	3b	Zustand des Betrunkenseins	kein_Trinken	1/1	1/1	1/1
PN00735	Nebel-macher	Substantiv	-	wer Darmwinde streichen läßt	kein_Trinken	1/1	1/1	1/1
PN00746	Nebel-zerstörer	Substantiv	-	geringer Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PN00816	Neben-zimmer	Substantiv	-	Gaststättennebenraum für Gesellschaften an Kirchweih, Festen; Herrenzimmer	kein_Trinken	1/1	1/1	1/1
PN00843	nehmen	Verb	4b	trinken	Trinken	1/1	1/1	1/1
PN00899	Nerven-schwächer	Substantiv	-	sehr starker Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PN00932	Nest-hocker	Substantiv	2	Langschläfer	kein_Trinken	1/1	1/1	1/1
PN01040	Neun-angler	Substantiv	1a	große Hornisse	kein_Trinken	1/1	1/1	1/1
PN01043	neun-eckig	Adjektiv	x1c	faul, ungefällig	kein_Trinken	1/1	1/1	1/1
PN01063	Neun-töter, Neune-	Substantiv	1d	Aeschna cyanea	kein_Trinken	1/1	1/1	1/1
PN01193	Niesel-priem	Substantiv	-	alberner, mürrischer Mensch	kein_Trinken	1/1	1/1	1/1
PN01230	nippeln	Verb	-	langsam, in kleinen Schlücken, mit Genuß trinken	Trinken.Langsam_kleine_Mengen_trinken	0/1	1/1	1/1
PN01231	nippen	Verb	1	langsam, in kleinen Schlücken, mit Genuß trinken	Trinken.Langsam_kleine_Mengen_trinken	1/1	1/1	1/1
PN01389	nuckeln	Verb	1b	trinken	Trinken	1/1	1/1	1/1
PN01393	Nudel	Substantiv	3b	(Verb) geizige Nudel = geizige Frau (Schimpfw)	kein_Trinken	1/1	1/1	1/1
PN01414	Nulpes	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	1/1	1/1	1/1
PN01423	Nundidjee	Substantiv	2	lebhaftes, unartiges Kind	kein_Trinken	1/1	1/1	1/1
PN01451	nussen	Verb	2	trinken	Trinken	1/1	1/1	1/1
PN01475	Nuß-schnaps	Substantiv	-	aus grünen Walnüssen bereiteter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PO00042	Ober	Substantiv	1	Oberkellner, Kellner	kein_Trinken	1/1	1/1	1/1
PO00098	Ober-kellner	Substantiv	-	Oberkellner	kein_Trinken	1/1	1/1	1/1
PO00109	Ober-länder	Substantiv	-	Wein aus der oberen Haardt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PO00129	Obern-dorf	Substantiv	-	Ort im . RO	kein_Trinken	1/1	1/1	1/1
PO00234	Obst-saft	Substantiv	-	Obstsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	1/1	1/1	1/1
PO00242	Obst-wein	Substantiv	-	Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PO00250	Ochse	Substantiv	3a	"Name von Gasthäusern ""Zum Ochsen"""	kein_Trinken	1/1	1/1	1/1
PO00307	Ochsen-stern	Substantiv	-	Umdeutung des Namens des schwedischen Feldherrn Oxenstierna in dem	kein_Trinken	1/1	1/1	1/1
PO00320	Ochsen-wirt	Substantiv	-	Wirt einer Gastwirtschaft Zum Ochsen	kein_Trinken	1/1	1/1	1/1
PO00322	Ochsen-zunge	Substantiv	x2b	Acker-Ochsenzunge (Lycopsis arvensis)	kein_Trinken	1/1	1/1	1/1
PO00378	Ofen-rost	Substantiv	-	Rost, durch den die Asche in den Aschenkasten fällt	kein_Trinken	1/1	1/1	1/1
PO00401	Offiziers-borte	Substantiv	-	hohe Schaumkrone auf dem Bier	kein_Trinken	1/1	1/1	1/1
PO00541	Oktober-tee	Substantiv	-	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PO00573	Olig	Substantiv	2	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PO00638	Onkel	Substantiv	1c	älterer entfernterer männlicher Verwandter	kein_Trinken	1/1	1/1	1/1
PO00818	Oster-gasse	Substantiv	-	Flurname	kein_Trinken	1/1	1/1	1/1
PQ00092	Qualm	Substantiv	-	Qualm	kein_Trinken	1/1	1/1	1/1
PQ00129	Quartal-säufer, -süffer	Substantiv	-	wer sich in periodischen Abständen betrinkt	kein_Trinken	0/1	1/1	1/1
PQ00264	Quetsch	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
PQ00266	Quetsche	Substantiv	1.2a'a	blaue Nase (des Trinkers)	kein_Trinken	1/1	1/1	1/1
PQ00274	Quetschen-branntwein	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
PQ00279	Quetschen-faß	Substantiv	-	Faß zur Schnapsbereitung aus Zwetschgenfallobst	kein_Trinken	1/1	1/1	1/1
PQ00303	Quetschen-schnaps	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
PQ00312	Quetschen-wasser	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
PR00041	Rachel	Substantiv	-	enge Felsspalte	kein_Trinken	1/1	1/1	1/1
PR00049	Rachen-putzer	Substantiv	1b	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PR00049	Rachen-putzer	Substantiv	1a	minderwertiger, schlechter Wein; Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00059	Rackel-gackel	Substantiv	-	schlechter, gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00071	Rad	Substantiv	1c	Kurzform für Fahr-, Dampf- Motorrad	kein_Trinken	1/1	1/1	1/1
PR00102	Radetzky	Substantiv	-	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00122	Radler-maß	Substantiv	-	Mischgetränk aus Bier und Limonade	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0/1	1/1	0/1
PR00240	rammeln, rämmeln	Verb	2	stoßen	kein_Trinken	1/1	1/1	1/1
PR00253	Rampaß	Substantiv	1.1	saurer Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00263	Rampfer	Substantiv	-	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00308	ranksen	Verb	4b	schimpfen	kein_Trinken	1/1	1/1	1/1
PR00334	Ranzen-risser	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00383	Rappis	Substantiv	-	saurer, schlechter Wein; Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00399	Räppsel	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PR00401	Rappser, Räppser	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PR00440	Rasier-schaum	Substantiv	-	Sahne auf dem Kaffee	kein_Trinken	1/1	1/1	1/1
PR00454	Raspel	Substantiv	3	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PR00480	Rassi-bulli	Substantiv	-	schlechter, saurer Wein; Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00567	ratzen	Verb	3b'd	sich streiten	kein_Trinken	1/1	1/1	1/1
PR00571	Ratzen-butz	Substantiv	-	starker Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
PR00719	Rausch	Substantiv	1	durch den Genuß von zuviel Alkohol eintretende Bewußtseinsverwirrung	kein_Trinken	1/1	1/1	1/1
PR00727	Rauscher	Substantiv	-	gärender Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	0/1
PR00728	rauschig	Adjektiv	2	betrunken	kein_Trinken	1/1	1/1	1/1
PR00763	Reben-blut, Reb-	Substantiv	2	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00780	Reben-saft, Reb-	Substantiv	2	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR00868	rechten	Verb	1a	streiten, disputieren	kein_Trinken	1/1	1/1	1/1
PR00942	regalieren	Verb	1	bewirten, freihalten	kein_Trinken	1/1	1/1	1/1
PR00957	Regen-butzen	Substantiv	-	Regenschauer	kein_Trinken	1/1	1/1	1/1
PR01115	Reib-eisen	Substantiv	2a	zänkische Frau	kein_Trinken	1/1	1/1	1/1
PR01118	Reiber	Substantiv	2c	Faßhahn; kleiner Holzhahn am Faß zum Abfüllen des Weins in Gläser	kein_Trinken	1/1	1/1	1/1
PR01122	Reib-maschine	Substantiv	-	Küchengerät zum Zerkleinern (von Brot, Kartoffeln u.a)	kein_Trinken	1/1	1/1	1/1
PR01147	Reichs-stein	Substantiv	-	Backstein 25 cm lang, 12 cm breit	kein_Trinken	1/1	1/1	1/1
PR01163	Reif	Substantiv		ausgehängter Faßreifen als Wirtshauszeichen	kein_Trinken	1/1	1/1	1/1
PR01221	rein	Adjektiv	'1.I1	sauber, frei von Verunreinigungen	kein_Trinken	1/1	1/1	1/1
PR01298	Reiß-haken	Substantiv	1a	lange Stange mit Schneide zum Astabschneiden von Waldbäumen	kein_Trinken	1/1	1/1	1/1
PR01305	Reiß-mich-um	Substantiv	-	für Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	0/1	1/1
PR01306	Reiß-mischung	Substantiv	-	sehr saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR01320	Reiste	Substantiv	+	zusammengedrehtes Bund gehechelten Flachsesgrobes Tuch	kein_Trinken	1/1	1/1	1/1
PR01326	Reitel	Substantiv	2b	Tafelauf die der Wirt Zechschulden notiert	kein_Trinken	1/1	1/1	1/1
PR01347	reitern	Verb	-	im Galoppschritt huckepack tragen	kein_Trinken	1/1	1/1	1/1
PR01351	Reiter-schule	Substantiv	-	Karussell	kein_Trinken	1/1	1/1	1/1
PR01356	Reit-haken	Substantiv	2	Weinglas	kein_Trinken	1/1	1/1	1/1
PR01401	Remischen	Substantiv	-	kleines Weinglas	kein_Trinken	1/1	1/1	1/1
PR01402	Remischen-stecher	Substantiv	-	Säufer	kein_Trinken	1/1	1/1	1/1
PR01472	Restaurant	Substantiv	-	Restaurant	kein_Trinken	1/1	1/1	1/1
PR01473	Restauration	Substantiv	-	Restaurant	kein_Trinken	1/1	1/1	1/1
PR01480	Rettich	Substantiv	2	kleiner Mensch	kein_Trinken	1/1	1/1	1/1
PR01532	Rhabarber-wein	Substantiv	-	Wein aus Rhabarber	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR01551	Rhein-wasser	Substantiv	2	scherzhafte Bezeichnung des Ludwigshafener Biers	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0/1	1/1	1/1
PR01570	Ribo	Substantiv	-	Zechtour	kein_Trinken	1/1	1/1	1/1
PR01664	Riesen-brand	Substantiv	-	sehr großer Durst	Durst	1/1	1/1	1/1
PR01691	Riesling-wein	Substantiv	-	Wein aus Riesling	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR01799	Ringel-hafte	Substantiv	-	Öse, in die die Hafte eingehängt wird	kein_Trinken	1/1	1/1	1/1
PR01836	Ring-wurst	Substantiv	-	große Wurst	kein_Trinken	1/1	1/1	1/1
PR01866	Rippes	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR01901	Risser	Substantiv	2e	neuer, noch gärender Wein mit prickelndem Geschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR01945	Rochus	Substantiv	2	Neckname	kein_Trinken	1/1	1/1	1/1
PR02123	Römer	Substantiv	2b	grünes Weinglas	kein_Trinken	1/1	1/1	1/1
PR02249	Roß-quecke	Substantiv	-	die häufige Unkrautpflanze Agriopyrum repens	kein_Trinken	1/1	1/1	1/1
PR02262	rösten, rosten	Verb	2b	einen trinken	Trinken.Alkohol_trinken	0/1	1/1	1/1
PR02373	Rott-stück	Substantiv	-	Flurname	kein_Trinken	1/1	1/1	1/1
PR02375	Rot-wein	Substantiv	-	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PR02427	Rotz-pritsche	Substantiv	-	Nase mit triefendem Schleim, auch der Ausfluß selbst	kein_Trinken	1/1	1/1	1/1
PR02543	rück-fällig	Adjektiv	-	rückfällig	kein_Trinken	1/1	1/1	1/1
PR02555	Rück-köze	Substantiv	-	Rückenkorb mit Tragebändern, die über die Schultern gehen	kein_Trinken	1/1	1/1	1/1
PR02699	Rülps-wasser	Substantiv	-	Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	1/1	1/1	0/1
PR02704	Rum	Substantiv	-	Rum	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PR02776	Runde	Substantiv	1	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	1/1	1/1	0/1
PR02804	Rundung	Substantiv	x2	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	1/1	1/1	0/1
PR02844	Rüpel, Rupel	Substantiv	2	ein von den Burschen aufgeführter Tanz	kein_Trinken	1/1	1/1	1/1
PR02848	rupfen	Verb	2g	trinken	Trinken	1/1	1/1	1/1
PR02881	Russe	Substantiv	2b	ungebildeter, roher Mensch	kein_Trinken	1/1	1/1	1/1
PR02903	rußig	Adjektiv	2	betrunken	kein_Trinken	1/1	1/1	1/1
PS00044	Säbel, Sabel	Substantiv	4	Rausch	kein_Trinken	1/1	1/1	1/1
PS00092	Säckels-brühe	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PS00099	Säcker, Säckert	Substantiv	2	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PS00123	Säckert	Substantiv	2	Rausch	kein_Trinken	1/1	1/1	1/1
PS00125	Säcker-wein	Substantiv	-	aus Trestern gewonnener Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PS00157	Sack-süffer	Substantiv	-	kleines flaches Schnapsfläschchen für die Tasche	kein_Trinken	1/1	1/1	1/1
PS00181	Saft	Substantiv	2b	als Getränk, Heilmittel zubereiteter Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	1/1	1/1	1/1
PS00195	Säge-blatt	Substantiv	-	Sägeblatt	kein_Trinken	1/1	1/1	1/1
PS00293	sälen	Adjektiv	+	aus Weidenholz	kein_Trinken	1/1	1/1	1/1
PS00576	Sand-wein	Substantiv	-	Wein, der auf Sandboden wächst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PS00652	Sares	Substantiv		Rausch	kein_Trinken	1/1	1/1	1/1
PS00721	Satz	Substantiv	2b	Bodensatz in Getränken, bes. Kaffee	kein_Trinken	1/1	1/1	1/1
PS00783	Sau-blatt	Substantiv	-	Wegerich (Plantago maior)	kein_Trinken	1/1	1/1	1/1
PS00823	Sauer-ampfel, -ampfer, -ämpferich	Substantiv	2	saurer, minderwertiger, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PS00824	Sauerampfel-brühe	Substantiv	-	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PS00860	Sauer-milch	Substantiv	-	geronnene (ungekochte) Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
PS00891	Sauf-aus	Substantiv	-	Zechbruder, Säufer, Saufbold	kein_Trinken	1/1	1/1	1/1
PS00892	Sauf-bruder	Substantiv	-	Säufer	kein_Trinken	1/1	1/1	1/1
PS00895	säufeln	Verb	-	trinken	Trinken	1/1	1/1	0/1
PS00897	saufen	Verb	2a	im Übermaß Alkohol trinken, sich betrinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	1/2	2/2	1/2
PS00897	saufen	Verb	2b	(derb) trinken, bes. gierig, ungesittet trinken	Trinken.Schnell_große_Mengen_trinken	0/1	1/1	1/1
PS00902	Saufens	Substantiv	1	Getränk, Trinkvorrat	Getränk	1/1	1/1	0/1
PS00905	Saufen-zuber	Substantiv	-	Standgefäß, in dem das Viehfutter gesammelt und angemengt wird	kein_Trinken	1/1	1/1	1/1
PS00906	Säufer	Substantiv	-	Trinker, Alkoholiker	kein_Trinken	1/1	1/1	1/1
PS00907	Sauferei	Substantiv	-	Zechgelage, das fortwährende, unmäßige Trinken von Alkohol	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	0/2	1/2	0/2
PS00909	Säufer-wahn	Substantiv	-	Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium	kein_Trinken	1/1	1/1	1/1
PS00910	Säufer-wahnsinn	Substantiv	-	Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium	kein_Trinken	1/1	1/1	1/1
PS00915	Sauf-gesellschaft	Substantiv	-	(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)	kein_Trinken	1/1	1/1	1/1
PS00916	Sauf-gichtern	Substantiv	x	Delirium	kein_Trinken	1/1	1/1	1/1
PS00922	Sauf-kollege	Substantiv	-	Zechkumpan	kein_Trinken	1/1	1/1	1/1
PS00923	Sauf-kompanie	Substantiv	-	(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)	kein_Trinken	1/1	1/1	1/1
PS00924	Sauf-kopf	Substantiv	-	wer gern Alkohol trinkt	kein_Trinken	0/1	1/1	1/1
PS00924	Sauf-kumpan	Substantiv	-	Zechkumpan	kein_Trinken	1/1	1/1	1/1
PS00925	Sauf-lappen	Substantiv	-	Säufer	kein_Trinken	1/1	1/1	1/1
PS00928	Sauf-liste	Substantiv	-	Liste der ortsbekannten Säufer	kein_Trinken	1/1	1/1	1/1
PS00929	Sauf-loch	Substantiv	-	Säufer	kein_Trinken	1/1	1/1	1/1
PS00930	Sauf-lottel	Substantiv	x	Säufer	kein_Trinken	1/1	1/1	1/1
PS00931	Sauf-nase	Substantiv	2	Säufer, Trunkenbold	kein_Trinken	1/1	1/1	1/1
PS00932	Sauf-naupen	Substantiv	x	Saufgelüste	kein_Trinken	1/1	1/1	0/1
PS00934	Sauf-partie	Substantiv	-	Zechgelage	kein_Trinken	1/1	1/1	1/1
PS00942	Sauf-schulden	Substantiv	-	Schulden infolge übermäßigen Saufens	kein_Trinken	1/1	1/1	1/1
PS00943	Sauf-teufel	Substantiv	-	Personifizierung des Alkoholismus	kein_Trinken	1/1	1/1	1/1
PS00946	Sauf-zeug	Substantiv	-	Getränke	Getränk	0/1	1/1	0/1
PS00952	Sau-gast	Substantiv	-	unverschämter, grober Mensch	kein_Trinken	1/1	1/1	1/1
PS00963	Sau-gesüff	Substantiv	-	minderwertiger, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
