xml:id	url	Sprache	Wörterbuch	Lnummer	Lemma_bereinigt	Lemma	Varianten	Wortart	Level	Definition	Konzept	Stringabgleich	ModernGBERT	Llama
PB05724	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B05724	Q10	Q7	L400	Bratz	Bratz		Q13	-	schlechter Kaffee	Q42	Q42	Q42	Q42
PB05741	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B05741	Q10	Q7	L401	Brauhausbier	Brauhausbier		Q13	-	Biersorte aus Frankth	Q35		Q35	Q35
PB06029	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06029	Q10	Q7	L402	Preßmost	Preßmost		Q13	-	durch Pressen gewonnener Obstsaft	Q31		Q31	Q31
PB06123	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06123	Q10	Q7	L403	Briester	Briester		Q13	-	erste Milch nach dem Kalben	Q33	Q33	Q33	Q33
PB06125	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06125	Q10	Q7	L404	Briestermilch	Briestermilch		Q13	-	erste Milch nach dem Kalben	Q33	Q33	Q33	Q33
PB06313	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06313	Q10	Q7	L405	Brombeerenlaubtee	Brombeerenlaubtee		Q13	-	Brombeerenblättertee	Q41		Q41	Q41
PB06369	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06369	Q10	Q7	L406	prosten	prosten		Q14	1	trinken	Q23	Q20	Q20	Q20
PB06370	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06370	Q10	Q7	L407	prostern	prostern		Q14	-	trinken	Q23	Q20	Q20	Q20
PB06562	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06562	Q10	Q7	L408	Brühe	Brühe		Q13	3b	schlechter Kaffee	Q42	Q42	Q42	Q42
PB06562	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06562	Q10	Q7	L408	Brühe	Brühe		Q13	2	Beeren-, Gemüsesaft	Q31	Q42; Q31	Q31	Q31
PB06562	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06562	Q10	Q7	L408	Brühe	Brühe		Q13	3a	schlechter Wein	Q36	Q42; Q36	Q36	Q36
PB06629	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06629	Q10	Q7	L409	Brummelsbeerblättertee	Brummelsbeerblättertee		Q13	-	Brombeerblättertee	Q41		Q41	Q41
PB06831	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06831	Q10	Q7	L410	Bruttel	Bruttel		Q13	1c	trübe Brühe	Q22	Q42	Q22	Q29
PB06831	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06831	Q10	Q7	L410	Bruttel	Bruttel		Q13	1d	schlechter Kaffee	Q42	Q42	Q42	Q42
PB06832	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06832	Q10	Q7	L411	Bruttelbrühe	Bruttelbrühe		Q13	-	schlechtes Kaffeegetränk	Q42		Q42	Q42
PB06974	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B06974	Q10	Q7	L412	Büchsenmilch	Büchsenmilch		Q13	-	Büchsenmilch	Q33	Q33	Q33	Q33
PB07038	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07038	Q10	Q7	L413	Buckskin	Buckskin		Q13	2	schlechter Wein	Q36	Q36	Q36	Q36
PB07052	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07052	Q10	Q7	L414	Pudel	Pudel		Q13	2.3	schlechter Kaffee	Q42	Q42	Q42	Q42
PB07085	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07085	Q10	Q7	L415	Puff	Puff		Q13	1.2	Haustrunk	Q36		Q36	Q30
PB07095	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07095	Q10	Q7	L416	büffeln	büffeln		Q14	2	trinken	Q23	Q20	Q20	Q20
PB07098	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07098	Q10	Q7	L417	büffen	büffen		Q14	2	einen trinken	Q23	Q20	Q23	Q23
PB07195	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07195	Q10	Q7	L418	pulvern, pülvern	pulvern	pülvern	Q14	3	einen trinken	Q23	Q20	Q23	Q23
PB07266	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07266	Q10	Q7	L419	pumpen	pumpen		Q14	1b	einen trinken	Q23	Q20	Q23	Q23
PB07282	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07282	Q10	Q7	L420	Bumpes	Bumpes		Q13	1.4	schlechter Wein, Tresterwein	Q36	Q36	Q36	Q36
PB07289	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07289	Q10	Q7	L421	bumpsen, bumsen	bumpsen	bumsen	Q14	3	ein Glas Wein trinken	Q23	Q20	Q23	Q36
PB07380	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07380	Q10	Q7	L422	Buppes	Buppes		Q13	1	minderwertiger Wein, Haustrunk	Q36	Q36	Q36	Q36
PB07510	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07510	Q10	Q7	L423	bürsten	bürsten		Q14	2	trinken, zechen	Q23	Q20; Q23	Q23	Q23
PB07749	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07749	Q10	Q7	L424	Buttermilch	Buttermilch		Q13	-	Buttermilch	Q33	Q33	Q33	Q33
PB07852	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07852	Q10	Q7	L425	Butzenmilch, Butzemilch	Butzenmilch	Butzemilch	Q13	-	die erste dicke, unreine Milch der Kuh nach dem Kalben	Q33	Q33	Q33	Q33
PB07865	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B07865	Q10	Q7	L426	Butzichtmilch	Butzichtmilch		Q13	-	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Q33	Q33	Q33	Q33
PD00309	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D00309	Q10	Q7	L427	Taglöhnerswein, Taglöhnerwein	Taglöhnerswein	Taglöhnerwein	Q13	-	Wein, den die im Taglohn Arbeitenden von den Weinbauern erhalten	Q36	Q36	Q36	Q36
PD00533	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D00533	Q10	Q7	L428	Talwein	Talwein		Q13	-	Wein aus niedrigen Lagen	Q36	Q36	Q36	Q36
PD00571	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D00571	Q10	Q7	L429	Dämmerschoppen	Dämmerschoppen		Q13	-	kleiner Abendtrunk	Q34		Q22	Q38
PD00646	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D00646	Q10	Q7	L430	tanken	tanken		Q14	2	trinken (vom Alkohol)	Q23	Q20; Q23	Q20	Q23
PD00850	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D00850	Q10	Q7	L431	darangießen	darangießen		Q14	-	einen Schoppen, ein Gläschen u.ä. trinken	Q23	Q20	Q23	Q23
PD00873	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D00873	Q10	Q7	L432	daranschütten	daranschütten		Q14	2	einen Schoppen trinken	Q23	Q20	Q23	Q23
PD01207	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D01207	Q10	Q7	L433	tätschern	tätschern		Q14	-	trinken	Q23	Q20	Q20	Q20
PD01407	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D01407	Q10	Q7	L434	Tausendgüldenkrauttee	Tausendgüldenkrauttee		Q13	-	Tee aus Tausendguldenkraut	Q41	Q41	Q41	Q41
PD01473	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D01473	Q10	Q7	L435	dawiderschütten	dawiderschütten		Q14	-	einen trinken	Q23	Q20	Q23	Q23
PD01569	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D01569	Q10	Q7	L436	Tee	Tee		Q13	1	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Q41	Q41	Q41	Q41
PD01569	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D01569	Q10	Q7	L436	Tee	Tee		Q13	2	Kräutertee	Q41	Q41	Q41	Q41
PD02004	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D02004	Q10	Q7	L437	Teufelsgesöff, Teufelgesöff	Teufelsgesöff	Teufelgesöff	Q13	-	Schnaps	Q38	Q38	Q38	Q38
PD02202	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D02202	Q10	Q7	L438	Dickmilch	Dickmilch		Q13	1	Dickmilch	Q33	Q33	Q33	Q33
PD02573	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D02573	Q10	Q7	L439	Tischwein	Tischwein		Q13	-	Wein, der zum Essen getrunken wird, Wein von geringerer Qualität	Q36	Q36	Q36	Q36
PD02627	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D02627	Q10	Q7	L440	Dividendenbrühe	Dividendenbrühe		Q13	-	Bier	Q35	Q35	Q35	Q35
PD02628	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D02628	Q10	Q7	L441	Dividendenwasser	Dividendenwasser		Q13	-	Bier	Q35	Q35	Q35	Q35
PD02843	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D02843	Q10	Q7	L442	tönen	tönen		Q14	2	tüchtig, viel trinken	Q23; Q25	Q20	Q25	Q25
PD02922	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D02922	Q10	Q7	L443	Doppelbier	Doppelbier		Q13	-	Starkbier	Q35	Q35	Q35	Q35
PD02923	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D02923	Q10	Q7	L444	Doppelbock	Doppelbock		Q13	-	besonders starkes Bier	Q35	Q35	Q35	Q35
PD02947	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D02947	Q10	Q7	L445	Doppelkümmel	Doppelkümmel		Q13	-	doppelt abgezogener Kümmelbranntwein	Q38	Q38	Q38	Q38
PD03186	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03186	Q10	Q7	L446	torschen	torschen		Q14	-	tüchtig trinken	Q23; Q25	Q20	Q25	Q23
PD03425	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03425	Q10	Q7	L447	Drachentöter	Drachentöter		Q13	-	schlechter Wein	Q36	Q36	Q36	Q36
PD03596	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03596	Q10	Q7	L448	Trank	Trank		Q13	1	Getränk	Q22	Q22	Q22	Q22
PD03599	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03599	Q10	Q7	L449	tränken	tränken		Q14	1c	trinken	Q23	Q20	Q20	Q20
PD03746	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03746	Q10	Q7	L450	Traubenmost	Traubenmost		Q13	-	Traubenmost	Q31	Q31	Q31	Q31
PD03753	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03753	Q10	Q7	L451	Traubenpuff	Traubenpuff		Q13	-	Wein minderer Güte	Q36	Q36	Q36	Q36
PD03764	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03764	Q10	Q7	L452	Traubenwein	Traubenwein		Q13	-	Wein aus Traubenbeeren	Q36	Q36	Q36	Q36
PD03870	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03870	Q10	Q7	L453	Trebermost	Trebermost		Q13		Nachwein aus Traubentrestern	Q36		Q36	Q36
PD03871	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03871	Q10	Q7	L454	Treberwein	Treberwein		Q13		aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Q36	Q36	Q36	Q36
PD03964	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D03964	Q10	Q7	L455	Dreckmilch	Dreckmilch		Q13	-	die erste, dicke Milch der Kuh nach dem Kalben	Q33	Q33	Q33	Q33
PD04171	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04171	Q10	Q7	L456	Dreimänner	Dreimänner		Q13	-	schlechter, saurer Wein	Q36	Q36	Q36	Q36
PD04173	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04173	Q10	Q7	L457	Dreimännerwein	Dreimännerwein		Q13	-	schlechter, saurer Wein	Q36	Q36	Q36	Q36
PD04291	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04291	Q10	Q7	L458	Trestermost	Trestermost		Q13	-	Nachwein aus Traubentrestern	Q36		Q36	Q36
PD04295	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04295	Q10	Q7	L459	Tresterschnaps	Tresterschnaps		Q13	-	aus Weintrestern gebrannter Schnaps	Q38	Q38	Q38	Q38
PD04296	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04296	Q10	Q7	L460	Tresterwasser	Tresterwasser		Q13	-	aus TraubenrückständenZucker und Wasser hergestellter Wein	Q36	Q36	Q36	Q36
PD04431	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04431	Q10	Q7	L464	Trink	Trink		Q13		Trunk	Q22	Q22	Q22	
PD04433	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04433	Q10	Q7	L465	Trinkbranntwein	Trinkbranntwein		Q13	-	Branntwein zum Trinken	Q38	Q38	Q38	Q38
PD04435	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04435	Q10	Q7	L466	trinken	trinken		Q14	1a	Flüssigkeit zu sich nehmen	Q20	Q20; Q23	Q20	Q20
PD04435	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04435	Q10	Q7	L466	trinken	trinken		Q14	1b	regelmäßig und zuviel Alkohol trinken	Q23; Q25	Q20	Q25	
PD04436	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04436	Q10	Q7	L467	Trinkens, Trinken	Trinkens	Trinken	Q13	2a	Getränk für Menschen	Q22	Q22	Q22	Q22
PD04443	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04443	Q10	Q7	L468	Trinkstieben	Trinkstieben		Q13	-	heftiger Durst	Q21	Q21	Q21	Q21
PD04445	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04445	Q10	Q7	L469	Trinkwasser	Trinkwasser		Q13	-	Trinkwasser	Q30	Q30	Q30	Q30
PD04446	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04446	Q10	Q7	L470	Trinkwein	Trinkwein		Q13	-	minderer Wein, der als Haustrunk dient	Q36	Q36	Q36	Q36
PD04512	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04512	Q10	Q7	L471	Triumphbock	Triumphbock		Q13	-	Biersorte	Q35			Q35
PD04576	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04576	Q10	Q7	L472	Trollschoppen	Trollschoppen		Q13	-	letzter Schoppen, der vor dem Nachhausegehen im Stehengetrunken wird	Q34		Q34	
PD04611	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04611	Q10	Q7	L473	Tropfsbier	Tropfsbier		Q13	-	Bier, das nach dem Einschenken vom Hahn abtropft	Q35	Q35	Q35	Q35
PD04669	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04669	Q10	Q7	L474	Trub, Trube	Trub	Trube	Q13	1	trüber Rückstand von Flüssigkeiten, bes. dergetrübte letzte Wein im Faß	Q36		Q36	
PD04688	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04688	Q10	Q7	L475	Trubwein	Trubwein		Q13	-	der durch die Hefe getrübte letzte Wein im Faß	Q36	Q36	Q36	Q36
PD04691	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04691	Q10	Q7	L476	Druck	Druck		Q13	3	durch Keltern gewonnener Most	Q31		Q31	Q36
PD04713	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04713	Q10	Q7	L477	Drücker	Drücker		Q13	1c	ausgepreßter Most	Q31	Q31	Q36	Q31
PD04718	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04718	Q10	Q7	L478	Drückerwein	Drückerwein		Q13	-	Tresterwein	Q36		Q36	Q36
PD04751	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04751	Q10	Q7	L479	trudeln	trudeln		Q14	2.2	trinken	Q23	Q23; Q20	Q20	Q23
PD04804	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04804	Q10	Q7	L480	Trunk	Trunk		Q13	1	was man auf einmal trinkt	Q22	Q22; Q20		Q20
PD04804	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04804	Q10	Q7	L480	Trunk	Trunk		Q13	2	Getränk	Q22	Q22	Q22	Q22
PD04809	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04809	Q10	Q7	L481	Trunkwein	Trunkwein		Q13	x	minderer Wein, der als Haustrunk dient	Q36	Q36	Q36	Q36
PD04832	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04832	Q10	Q7	L482	Druschelbeerenwein	Druschelbeerenwein		Q13	-	Wein aus Stachelbeeren	Q36	Q36	Q36	Q36
PD04844	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04844	Q10	Q7	L483	Druschelschnaps	Druschelschnaps		Q13	-	Schnaps aus Stachelbeeren	Q38	Q38	Q38	Q38
PD04846	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04846	Q10	Q7	L484	Druschelwein	Druschelwein		Q13	-	Wein aus Stachelbeeren	Q36	Q36	Q36	Q36
PD04968	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D04968	Q10	Q7	L485	dudeln	dudeln		Q14	2	(Alkohol) trinken	Q23	Q20	Q23	Q23
PD05009	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05009	Q10	Q7	L486	dulfen	dulfen		Q14	2c	übermäßig trinken	Q23; Q25	Q20	Q25	Q23
PD05026	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05026	Q10	Q7	L487	Dullianer	Dullianer		Q13	-	Tresterwein	Q36		Q36	Q36
PD05027	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05027	Q10	Q7	L488	Dullianerbrühe	Dullianerbrühe		Q13	-	schlechter Wein	Q36	Q36	Q36	Q36
PD05031	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05031	Q10	Q7	L489	tulpen	tulpen		Q14	-	(Alkohol) trinken	Q23	Q20	Q23	Q23
PD05457	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05457	Q10	Q7	L490	durchsaufen	durchsaufen		Q14	-	einen Zeitraum hindurch unmäßig trinken	Q23; Q25	Q20	Q25	Q23
PD05551	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05551	Q10	Q7	L491	durchzechen	durchzechen		Q14	-	lange Zeit zechen	Q23	Q23	Q23	
PD05594	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05594	Q10	Q7	L492	Türkenwein	Türkenwein		Q13		spöttische Bez. für den sehr sauren Wein des Jahres 1529	Q36		Q36	Q36
PD05604	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05604	Q10	Q7	L493	Turko	Turko		Q13	2	Bez. für schlechten Wein	Q36		Q36	Q36
PD05712	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05712	Q10	Q7	L494	Durst	Durst		Q13	-	Durst	Q21	Q21	Q21	Q21
PD05716	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05716	Q10	Q7	L495	dürsten, dursten	dürsten	dursten	Q14	-	dürsten, dursten	Q21	Q21	Q21	Q21
PD05717	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05717	Q10	Q7	L496	dursterig, dürsterig	dursterig	dürsterig	Q15	x	durstig	Q21	Q21	Q21	Q21
PD05718	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05718	Q10	Q7	L497	durstig, dürstig	durstig	dürstig	Q15	-	durstig, dürstig	Q21	Q21	Q21	Q21
PD05776	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05776	Q10	Q7	L498	Tut	Tut		Q13	-	Milch	Q33	Q33	Q33	Q33
PD05778	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05778	Q10	Q7	L499	tutchen	tutchen		Q14	x	trinken	Q20	Q20	Q20	Q20
PD05783	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05783	Q10	Q7	L500	tuten	tuten		Q14	2	tüchtig trinken	Q23; Q25	Q20	Q25	Q25
PD05792	https://woerterbuchnetz.de/?sigle=PfWB&lemid=D05792	Q10	Q7	L501	tutern	tutern		Q14	-	saufen	Q23	Q23	Q20	Q23
PE00146	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E00146	Q10	Q7	L502	Edelwein	Edelwein		Q13	-	Edelwein	Q36		Q36	Q36
PE00257	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E00257	Q10	Q7	L503	Ehrwein	Ehrwein		Q13		auserlesener Wein, der aus besonderen Anlässen gereicht wird	Q36	Q36	Q36	Q36
PE00282	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E00282	Q10	Q7	L504	Eichelkaffee	Eichelkaffee		Q13	-	Kaffee-Ersatz aus gerösteten Eicheln	Q44	Q44	Q44	Q44
PE00406	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E00406	Q10	Q7	L505	Eierwein	Eierwein		Q13	-	Wein mit verrührtem Ei und Zucker	Q36	Q36	Q36	Q36
PE00499	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E00499	Q10	Q7	L506	einbinden	einbinden		Q14	3	sich betrinken	Q23	Q23	Q23	Q23
PE00686	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E00686	Q10	Q7	L507	einläppern	einläppern		Q14	-	in kleinen Schlucken trinken	Q24	Q20	Q24	Q24
PE00745	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E00745	Q10	Q7	L508	einnehmen	einnehmen		Q14	2b	Alkohol trinken	Q23	Q20	Q23	Q23
PE00863	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E00863	Q10	Q7	L509	einschlürfen	einschlürfen		Q14	-	einschlürfen	Q27			Q27
PE00983	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E00983	Q10	Q7	L510	eintun	eintun		Q14	x'1.2a	einen Rausch antrinken	Q23	Q23	Q23	Q23
PE01003	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E01003	Q10	Q7	L511	einwärmen	einwärmen		Q14	3	sich betrinken	Q23	Q23	Q23	Q23
PE01015	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E01015	Q10	Q7	L512	einwickeln	einwickeln		Q14	2c	einen über den Durst trinken	Q23	Q20	Q23	Q23
PE01305	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E01305	Q10	Q7	L513	Elfer, Elfter	Elfer	Elfter	Q13	2	ein Wein von besonderer Güte	Q36	Q36	Q36	Q36
PE01315	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E01315	Q10	Q7	L514	Elfuhrmesse	Elfuhrmesse		Q13	-	Frühschoppen	Q34		Q34	
PE01768	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E01768	Q10	Q7	L515	Erdbeerenbowle, Erdbeerbowle	Erdbeerenbowle	Erdbeerbowle	Q13	-	Erdbeerenbowle, Erdbeerbowle	Q34		Q45	Q32
PE01778	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E01778	Q10	Q7	L516	Erdbeerenschnaps, Erdbeerschnaps	Erdbeerenschnaps	Erdbeerschnaps	Q13	-	auf Erdbeeren gezogener Likör	Q38	Q38	Q38	Q38
PE01783	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E01783	Q10	Q7	L517	Erdbeerenwein, Erdbeerwein	Erdbeerenwein	Erdbeerwein	Q13	-	Erdbeerenwein, Erdbeerwein	Q36		Q36	Q31
PE01998	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E01998	Q10	Q7	L518	Ernwein	Ernwein		Q13	-	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Q36	Q36	Q36	Q36
PE02053	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E02053	Q10	Q7	L519	Erstmilch	Erstmilch		Q13	-	die erste Milch nach dem Kalben	Q33	Q33	Q33	Q33
PE02096	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E02096	Q10	Q7	L520	Erzengeler	Erzengeler		Q13	-	eine Weinbezeichnung	Q36			Q36
PE02211	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E02211	Q10	Q7	L521	Essenz	Essenz		Q13	1	Kaffee-Ersatz, Zichorie	Q44		Q44	Q44
PE02324	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E02324	Q10	Q7	L522	Eulenseiche	Eulenseiche		Q13	-	verächtlich von abgestandenem Bier und anderen Getränken	Q35		Q35	Q35
PE02328	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E02328	Q10	Q7	L523	Eureka	Eureka		Q13	-	Schnaps	Q38	Q38	Q38	Q38
PE02364	https://woerterbuchnetz.de/?sigle=PfWB&lemid=E02364	Q10	Q7	L524	exen	exen		Q14	-	auf einen Zug austrinken	Q26	Q26	Q26	Q26
PF00455	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F00455	Q10	Q7	L525	Faßbier	Faßbier		Q13	-	Bier aus dem Faß	Q35	Q35	Q35	Q35
PF00457	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F00457	Q10	Q7	L526	Faßböckser	Faßböckser		Q13	-	Wein mit unangenehmem Faßgeschmack	Q36	Q36	Q36	Q36
PF00505	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F00505	Q10	Q7	L527	Faßwein	Faßwein		Q13	-	Wein direkt vom Faß	Q36	Q36	Q36	Q36
PF01241	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01241	Q10	Q7	L528	verbürsten	verbürsten		Q14	-	trinkend vergeuden	Q23			Q23
PF01305	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01305	Q10	Q7	L529	verdrücken	verdrücken		Q14	2b	einen Schoppen trinken	Q23	Q20; Q23	Q23	Q23
PF01323	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01323	Q10	Q7	L530	verdursteln	verdursteln		Q14	-	zur Löschung des Durstes verbrauchen	Q20			Q22; Q20; Q21
PF01444	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01444	Q10	Q7	L531	Vergißmeinnicht	Vergißmeinnicht		Q13	2a	Schnaps	Q38	Q38	Q38	Q38
PF01484	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01484	Q10	Q7	L532	verhaften	verhaften		Q14	2b	austrinken	Q23; Q26	Q26	Q26	Q26
PF01615	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01615	Q10	Q7	L533	verkasematukeln	verkasematukeln		Q14	-	einen Schoppen, einen Schnaps trinken	Q23	Q20	Q23	Q23
PF01749	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01749	Q10	Q7	L534	verkümmeln	verkümmeln		Q14	1b	durchbringen, vertrinken	Q23			Q23; Q26
PF01791	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01791	Q10	Q7	L535	verlechen	verlechen		Q14	x2	sehr durstig sein (vom Menschen)	Q21	Q21	Q21	Q21
PF01792	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01792	Q10	Q7	L536	verlechern	verlechern		Q14	2	sehr durstig sein (vom Menschen)	Q21	Q21	Q21	Q21
PF01844	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F01844	Q10	Q7	L537	verlöten	verlöten		Q14	-	einen (Schoppen) trinken	Q23	Q20; Q23	Q23	Q23
PF02001	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02001	Q10	Q7	L538	verpfetzen	verpfetzen		Q14	2	vertrinken	Q23		Q23	Q26; Q23; Q25
PF02014	https://woerterbuchnetz.de/?sigle=PfWB&lemid=F02014	Q10	Q7	L539	verpitschen	verpitschen		Q14	1	vertrinken	Q23	Q23	Q23	Q26; Q23
