"PB00549"	"Bamsche"	"Substantiv"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB07085"	"Puff"	"Substantiv"	"Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"trinken"	"To categorize the given dictionary entry, let's analyze it based on the provided definition and examples.

- Headword: Puff
- Definition: Haustrunk

From the definition ""Haustrunk,"" which translates to a big drink or gulp, we can relate this to the act of drinking. Based on the examples provided:

1. **trinken** (to drink) is related to actions involving consuming liquids.
2. **Durst** (thirst) refers to the feeling of needing to drink.
3. **Getränk** (beverage) refers to types of drinks.
4. **other** covers anything not directly related to drinking, thirst, or beverages.

Given that ""Haustrunk"" implies an action of drinking a significant amount at once, it aligns most closely with the act of drinking itself, rather than the drink (Getränk), the feeling of needing to drink (Durst), or unrelated concepts (other).

Therefore, the best category for the dictionary entry ""Puff: Haustrunk"" is **trinken**."
"PD04804"	"Trunk"	"Substantiv"	"was man auf einmal trinkt"	"Getränk"	"trinken"	"trinken"
"PE01315"	"Elfuhr-messe"	"Substantiv"	"Frühschoppen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"trinken"	"To determine the category for the dictionary entry ""Elfuhr-messe"" with its definition ""Frühschoppen"", let's break down what each term means and relate it to the given categories.

- **trinken** translates to drinking.
- **Durst** translates to thirst.
- **Getränk** translates to beverage.
- **other** is for terms that don't fit into the above categories, often referring to people or abstract concepts related to drinking but not directly to the act of drinking, thirst, or beverages.

""Frühschoppen"" refers to an early morning drink, often in a social setting. Given this definition:

1. It's not directly about **trinken** (drinking), although it involves drinking.
2. It doesn't relate to **Durst** (thirst).
3. ""Frühschoppen"" implies the consumption of beverages (**Getränk**), making it closely related to this category.

However, considering the context and usual categorization logic provided:

- **trinken** is about the act of drinking.
- **Getränk** refers to the drinks themselves.
- Given that ""Frühschoppen"" (early morning drink) directly involves the consumption of beverages but is more about the occasion than the beverage itself, it leans towards an activity or context rather than just a beverage.

But since ""Frühschoppen"" inherently involves drinking and is often associated with social drinking occasions, the most fitting category based on the provided examples seems to be **trinken**, as it directly relates to the act of drinking in a specific context, rather than just being about beverages (**Getränk**) or not fitting into any direct relation to drinking or thirst.

Therefore, the answer is: **trinken**"
"PF05503"	"Früh-messe"	"Substantiv"	"Frühschoppen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"trinken"	"To categorize the dictionary entry for ""Früh-messe"" with its definition ""Frühschoppen,"" we should understand what each term implies.

- ""Früh-messe"" translates to early mass, but in this context, it's related to ""Frühschoppen,"" which is an alcoholic drink consumed early in the day, often after attending early church services (Frühmesse).
- ""Frühschoppen"" itself refers to the act of drinking early in the day.

Given these definitions:

1. **trinken** - This category involves the act of drinking.
2. **Durst** - This category is about thirst or the desire to drink.
3. **Getränk** - This category pertains to beverages themselves.
4. **other** - Anything that does not fit into the above categories.

The term ""Frühschoppen"" directly implies an act of drinking, especially in a social context early in the day. Therefore, it aligns most closely with the concept of **trinken**, which is about the action of drinking rather than the drink itself (Getränk) or the sensation of thirst (Durst), and it's clearly not just ""other"" as it directly relates to a form of social drinking.

The best answer is trinken."
"PG01529"	"Ge-läpper"	"Substantiv"	"häufiges Trinken"	"Trinken.Häufig_lange_trinken"	"trinken"	"trinken"
"PK00062"	"Kaffee-geschlapper"	"Substantiv"	"das Kaffeetrinken"	"Trinken"	"trinken"	"trinken"
"PL00515"	"Läpplerei"	"Substantiv"	"das Trinken in kleinen Schlucken"	"Trinken.Langsam_kleine_Mengen_trinken"	"trinken"	"trinken"
"PS03608"	"Schlurpser"	"Substantiv"	"Schluck, Trunk"	"Getränk"	"trinken"	"To categorize the given dictionary entry with the headword ""Schlurpser"" and its definition ""Schluck, Trunk"", we should analyze the meaning provided:

- ""Schluck"" translates to swallow or gulp in English, which directly relates to the act of drinking.
- ""Trunk"" can be translated as draught or drink, also pointing towards an action related to consuming a liquid.

Given these translations and their implications:

1. **trinken** refers to the act of drinking.
2. **Durst** means thirst.
3. **Getränk** refers to beverages or drinks.
4. **other** is for entries that don't fit into the above categories, such as nouns describing people who drink excessively.

Since ""Schlurpser"" with its definition ""Schluck, Trunk"" directly relates to the act of drinking rather than the beverage itself or the sensation of thirst, it most closely aligns with **trinken**. 

The best answer is trinken."
"PU00534"	"Um-trunk"	"Substantiv"	"gemeinsames Trinken in einer Runde"	"Trinken"	"trinken"	"trinken"
"PW01079"	"Wasser-saufen"	"Substantiv"	"das Wassertrinken"	"Trinken"	"trinken"	"trinken"
"PZ00283"	"Zecherei"	"Substantiv"	"ausgiebiges Trinken im Gasthaus"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"EG01147"	"gutteren"	"Verb"	"aus einem Fläschchen trinken"	"Trinken"	"trinken"	"trinken"
"EG01325"	"gluckeren"	"Verb"	"schlürfen, trinken"	"Trinken.Geräuschvoll_trinken"	"trinken"	"trinken"
"EG01330"	"glucklen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"EH01203"	"hüpperen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"EK01581"	"klëmmen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"EK01653"	"klepfen"	"Verb"	"wegschnappen, verzehren (Obst; eine Flasche Wein)"	"Trinken.Alkohol_trinken"	"trinken"	"Since the definition ""wegschnappen, verzehren (Obst; eine Flasche Wein)"" implies consuming or drinking something, specifically mentioning ""eine Flasche Wein"" which relates to drinking, the most fitting category for the headword ""klepfen"" is **trinken**. 

The best answer is trinken."
"EK01662"	"klopfen"	"Verb"	"schlagen, hämmern; mit dem Glase auf den Tisch klopfen, wenn man im Wirtshaus noch etwas wünscht; trinken"	"Trinken"	"trinken"	"trinken"
"EL01062"	"läppelen"	"Verb"	"saufen (vom Hund)"	"Trinken"	"trinken"	"trinken"
"EL01062"	"läppelen"	"Verb"	"trinken mit dem Nebengedanken des Behaglichen, Langsamen"	"Trinken.Langsam_kleine_Mengen_trinken"	"trinken"	"trinken"
"EL01063"	"läpperen"	"Verb"	"schlürfen, schlappern (von Hunden); langsam und behaglich, langsam trinken"	"Trinken.Geräuschvoll_trinken; Trinken.Langsam_kleine_Mengen_trinken"	"trinken"	"trinken"
"EL01080"	"lipplen"	"Verb"	"saufen (von der Katze)"	"Trinken"	"trinken"	"The definition ""saufen"" implies drinking, and since it's specified that it's related to a cat, the context is still about the act of consuming a liquid. Therefore, the category that fits best is:

trinken"
"EL01367"	"leschen"	"Verb"	"löschen (Feuer, Durst, Staub)"	"Trinken"	"trinken"	"To determine the correct category for the headword ""leschen"" with its definition ""löschen (Feuer, Durst, Staub),"" let's analyze each part of the definition and relate it to the given categories:

1. **trinken** - This category refers to the act of drinking.
2. **Durst** - This category is about thirst.
3. **Getränk** - This refers to beverages or drinks.
4. **other** - For anything that doesn't fit into the above three categories.

The definition ""löschen (Feuer, Durst, Staub)"" can be translated to ""extinguish (fire, thirst, dust)."" 

- **Feuer (fire)** and **Staub (dust)** don't directly relate to any of the specific categories provided.
- **Durst (thirst)** is explicitly mentioned and is closely related to drinking or the act of quenching thirst.

Given that ""leschen"" involves extinguishing thirst among other things, it aligns most closely with the concept of relieving or satisfying thirst, which is directly related to **trinken** (the act of drinking) as it's the action taken to satisfy thirst. However, since ""leschen"" itself means to extinguish and includes thirst as one of the things being extinguished, rather than the act of drinking per se, it might seem like it could fit into **Durst** due to its relation to thirst.

But considering the provided examples:
- **busen** is categorized under **trinken** because it means to drink.
- **Schlauderwasser** is categorized under **Getränk** as it refers to a type of beverage (thin coffee).
- **lechern** relates to **Durst** since it means to thirst.
- **Saufnase** is categorized under **other** because, despite being related to drinking (a drunkard), it doesn't fit neatly into the act of drinking (**trinken**), the concept of thirst (**Durst**), or a type of beverage (**Getränk**).

Since ""leschen"" involves extinguishing thirst and can be indirectly related to the act of quenching thirst, which is achieved by **trinken**, but directly mentions thirst as part of its definition, it might seem like a close call between **Durst** and **trinken**. However, given that the action described (extinguishing) includes but isn't limited to thirst, and considering the closest semantic match based on provided examples and categories, **leschen** seems to align more with addressing or alleviating a state (like thirst), rather than being an act of drinking itself.

Thus, considering it's about relieving thirst among other conditions, and given the direct mention of ""Durst"" in its definition which is a crucial aspect of what ""leschen"" can mean, but keeping in mind the structure of the question and provided examples, **trinken** seems to be the closest category because it involves an action directly related to relieving thirst.

The answer is: **trinken**"
"EM00633"	"mëmm(e)len"	"Verb"	"in der Kindersprache trinken"	"Trinken"	"trinken"	"trinken"
"EM00633"	"mëmm(e)len"	"Verb"	"behaglich und in kleinen Zügen wiederholt trinken, von älteren Leuten und von Gewohnheitstrinkern"	"Trinken.Langsam_kleine_Mengen_trinken"	"trinken"	"trinken"
"EP00137"	"bëcheren"	"Verb"	"zechen, pokulieren, tüchtig trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"EP00228"	"büchsen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"EP00295"	"bafen, bäfen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"EP00297"	"baferen, bäferen"	"Verb"	"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"EP00429"	"packen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"EP01277"	"panschen, banschen"	"Verb"	"viel, tüchtig essen oder trinken"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"EP01858"	"bürsten"	"Verb"	"viel trinken"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"EP01859"	"us bursten"	"Verb"	"austrinken"	"Trinken.Austrinken"	"trinken"	"trinken"
"EP02088"	"busen"	"Verb"	"trinken, den Durst löschen"	"Trinken"	"trinken"	"trinken"
"EP02832"	"pfëtzen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"EP03365"	"blasen"	"Verb"	"trinken, gern und viel"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"EP03369"	"us blasen"	"Verb"	"austrinken"	"Trinken.Alkohol_trinken;Trinken.Austrinken"	"trinken"	"trinken"
"ES00272"	"seiflen"	"Verb"	"geräuschvoll und anhaltend trinken"	"Trinken.Geräuschvoll_trinken; Trinken.Häufig_lange_trinken"	"trinken"	"trinken"
"ES00280"	"sufen"	"Verb"	"saufen, vom Vieh"	"Trinken"	"trinken"	"trinken"
"ES00280"	"sufen"	"Verb"	"grob von Menschen gesagt, trinken"	"Trinken"	"trinken"	"trinken"
"ES00286"	"us sufen"	"Verb"	"leer saufen, leer trinken"	"Trinken.Austrinken"	"trinken"	"trinken"
"ES00306"	"süfflen, säufflen"	"Verb"	"trinken, mehr scherzhaft gesagt"	"Trinken"	"trinken"	"trinken"
"ES00306"	"süfflen, säufflen"	"Verb"	"kleine Schlücke nehmen, aber anhaltend dabei bleiben"	"Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken"	"trinken"	"trinken"
"ES00608"	"suckelen"	"Verb"	"langsam saugen"	"Trinken.Langsam_kleine_Mengen_trinken"	"trinken"	"trinken"
"ES01152"	"surpfen"	"Verb"	"mit Geräusch trinken oder vom Löffel schmatzen"	"Trinken.Geräuschvoll_trinken"	"trinken"	"trinken"
"ES02175"	"schuren II"	"Verb"	"nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg"	"Trinken; Trinken.Alkohol_trinken"	"trinken"	"trinken"
"ES02377"	"schaskenen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"ES02451"	"dran schütten"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"ES02583"	"schleifen, schleipfen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"ES02767"	"schlamperen"	"Verb"	"die Tränke saufen, vom Vieh; verächtlich auch vom Menschen"	"Trinken"	"trinken"	"trinken"
"ES03013"	"schletzen"	"Verb"	"gierig, essen oder trinken"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"Since the definition ""gierig, essen oder trinken"" involves both eating and drinking but doesn't specifically fit into the categories of being a drink (Getränk), feeling thirst (Durst), or clearly aligning with the concept of drinking as in the examples provided for ""trinken,"" it seems to lean more towards an action related to consumption, which is not perfectly encapsulated by ""trinken"" alone due to its inclusion of eating. However, considering the task requires a choice among these specific categories and given that ""schletzen"" implies a form of consumption that isn't strictly about thirst (Durst) or specifically about drinks (Getränk), and doesn't fit neatly into ""other"" as it relates directly to an action of consuming which can involve drinking, the closest match based on the provided examples seems to be ""trinken,"" albeit with an understanding that this choice might slightly stretch the category due to the action including eating.

Answer: trinken"
"ES03030"	"schlutzen, schlotzen"	"Verb"	"schlürfen, mit Wohlbehagen trinken"	"Trinken.Geräuschvoll_trinken"	"trinken"	"trinken"
"ES03507"	"schnapsen"	"Verb"	"Schnaps trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"ES03508"	"schnäpslen"	"Verb"	"Schnäpschen trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"ES03812"	"schwächen"	"Verb"	"trinken, zechen, saufen"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"ES03991"	"schwerzen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"ES04525"	"spritzen, spretzen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"ES04592"	"stäüben"	"Verb"	"derb für trinken"	"Trinken"	"trinken"	"trinken"
"ET00171"	"düchlen"	"Verb"	"scherzh. trinken"	"Trinken"	"trinken"	"trinken"
"ET00270"	"dudlen, düdlen"	"Verb"	"zechen, trinken"	"Trinken; Trinken.Alkohol_trinken"	"trinken"	"trinken"
"ET01807"	"trudlen, truttlen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"ET02159"	"trinken"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"ET02161"	"nach trinken"	"Verb"	"einem andern nachtrinken, nach einem andern aus demselben Glas trinken"	"Trinken"	"trinken"	"trinken"
"EZ00046"	"zëchen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"EZ00154"	"ziehe(n), ziegen"	"Verb"	"gierig trinken"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"LB00626"	"be-schipsen"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"LB01560"	"bruddelen"	"Verb"	"mit Geräusch Wasser schlürfen (vom Vieh)"	"Trinken.Geräuschvoll_trinken"	"trinken"	"trinken"
"LD00590"	"tompen"	"Verb"	"schlummern, nippen"	"Trinken.Langsam_kleine_Mengen_trinken"	"trinken"	"Since the definition ""schlummern, nippen"" is related to drinking (nippen can mean to take a small sip), but not directly to thirst or a specific type of drink, and considering that ""trinken"" is the closest category related to the act of drinking, the answer would be:

trinken"
"LD00701"	"dranken"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"LD00816"	"drenken"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"LD00870"	"trinken"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"LD01185"	"tuten II"	"Verb"	"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"LD01188"	"duttlen"	"Verb"	"trinken, saugen"	"Trinken"	"trinken"	"trinken"
"LL00146"	"läppsen"	"Verb"	"nippen; essen od. trinken wie einer, dem es nicht recht schmeckt"	"Trinken.Langsam_kleine_Mengen_trinken"	"trinken"	"trinken"
"LL00196"	"lebbern"	"Verb"	"nippen' schlürfen"	"Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken"	"trinken"	"trinken"
"LL00467"	"literen"	"Verb"	"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"LS00441"	"schepplen"	"Verb"	"trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen"	"Trinken"	"trinken"	"trinken"
"LS00742"	"schlirpsen"	"Verb"	"schlürfen beim Trinken"	"Trinken.Geräuschvoll_trinken"	"trinken"	"trinken"
"LS00772"	"schlotzen"	"Verb"	"schlürfen, mit Wohlbehagen trinken, schmatzen"	"Trinken.Geräuschvoll_trinken"	"trinken"	"trinken"
"LS00789"	"schluppen"	"Verb"	"einen Schluck tun, zechen"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"LS00790"	"schlurben"	"Verb"	"schlürfen, geräuschvoll trinken"	"Trinken.Geräuschvoll_trinken"	"trinken"	"trinken"
"LS00824"	"schmatzen"	"Verb"	"mit Wohlbehagen trinken"	"Trinken"	"trinken"	"trinken"
"LS01070"	"schocken"	"Verb"	"anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken"	"Trinken"	"trinken"	"trinken"
"LS01524"	"sifflen"	"Verb"	"anhaltend u. viel trinken"	"Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken"	"trinken"	"trinken"
"LS02448"	"suffen"	"Verb"	"saufen"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"LU00253"	"us-suffen"	"Verb"	"leer saufen"	"Trinken.Austrinken"	"trinken"	"trinken"
"PA00305"	"ab-heben"	"Verb"	"einen trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA00579"	"ab-saufen"	"Verb"	"oben heruntersaufen"	"Trinken"	"trinken"	"trinken"
"PA00610"	"ab-schießen"	"Verb"	"einen (Wein) trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA00825"	"ab-trinken"	"Verb"	"von oben wegtrinken"	"Trinken"	"trinken"	"trinken"
"PA00825"	"ab-trinken"	"Verb"	"ein Glas Bier oder Wein leeren"	"Trinken.Alkohol_trinken;Trinken.Austrinken"	"trinken"	"trinken"
"PA01737"	"an-dudeln"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA01739"	"an-duseln"	"Verb"	"sich einen Dusel antrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA01829"	"an-feuchten"	"Verb"	"einen trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA02138"	"an-rauchen"	"Verb"	"sich einen kleinen Rausch antrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA02174"	"an-säufeln"	"Verb"	"sich einen kleinen Rausch antrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA02175"	"an-saufen"	"Verb"	"mit dem Saufen (Trinken) beginnen"	"Trinken"	"trinken"	"trinken"
"PA02175"	"an-saufen"	"Verb"	"sich volltrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA02176"	"an-säuseln"	"Verb"	"sich leicht betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA02250"	"an-schwipsen"	"Verb"	"sich einen Rausch antrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA02391"	"an-trudeln"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA03164"	"auf-laden"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PA03607"	"aus-bürsten"	"Verb"	"austrinken, leer trinken"	"Trinken.Austrinken"	"trinken"	"trinken"
"PA03624"	"aus-dudeln"	"Verb"	"saugend austrinken"	"Trinken.Austrinken"	"trinken"	"trinken"
"PA03730"	"aus-gluckern"	"Verb"	"austrinken"	"Trinken.Austrinken"	"trinken"	"trinken"
"PA03809"	"aus-läppern"	"Verb"	"in kleinen Schlucken austrinken"	"Trinken.Austrinken;Trinken.Langsam_kleine_Mengen_trinken"	"trinken"	"trinken"
"PA03882"	"aus-pitschen"	"Verb"	"austrinken"	"Trinken.Alkohol_trinken;Trinken.Austrinken"	"trinken"	"trinken"
"PA03957"	"aus-saufen"	"Verb"	"leer saufen"	"Trinken.Austrinken"	"trinken"	"trinken"
"PA04011"	"aus-schöppeln"	"Verb"	"zu Ende schöppeln, trinken"	"Trinken.Alkohol_trinken;Trinken.Austrinken"	"trinken"	"trinken"
"PA04077"	"aus-stauben"	"Verb"	"austrinken"	"Trinken.Austrinken"	"trinken"	"trinken"
"PA04127"	"aus-trinken"	"Verb"	"durch Trinken leer machen"	"Trinken.Austrinken"	"trinken"	"trinken"
"PB00514"	"bambuschieren"	"Verb"	"zechen"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB00550"	"bamscheln"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"PB00551"	"bamschen"	"Verb"	"viel trinken, saufen"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"PB00669"	"panschen"	"Verb"	"zechen, saufen"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB01491"	"bechern"	"Verb"	"viel trinken, zechen"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"PB01537"	"be-diaduseln"	"Verb"	"betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB01548"	"be-dudeln"	"Verb"	"betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB01633"	"be-hauen"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB01838"	"be-ledern"	"Verb"	"betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB01910"	"bemschen"	"Verb"	"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"PB01928"	"be-nebeln"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02056"	"perlen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"PB02122"	"be-rußen"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02130"	"be-sabeln"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02133"	"be-saufen"	"Verb"	"besaufen"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02138"	"be-schaskeln, -schassen"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02160"	"be-schlagen"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02172"	"be-schnussen"	"Verb"	"betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02193"	"be-seibeln"	"Verb"	"betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02354"	"be-trudeln"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02495"	"be-tutern"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02576"	"be-zechen"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02917"	"pfetzen"	"Verb"	"trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02931"	"pfiffeln"	"Verb"	"ein kleines Glas Wein trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB02932"	"pfiffen"	"Verb"	"ein kleines Glas Wein trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB03816"	"pitschen"	"Verb"	"trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB03948"	"plämpern"	"Verb"	"oft trinken"	"Trinken.Häufig_lange_trinken"	"trinken"	"trinken"
"PB04011"	"blasen"	"Verb"	"einen trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB04398"	"blitzen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"PB06369"	"prosten"	"Verb"	"trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB06370"	"prostern"	"Verb"	"trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB07095"	"büffeln"	"Verb"	"trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB07098"	"büffen"	"Verb"	"einen trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB07195"	"pulvern, pülvern"	"Verb"	"einen trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB07266"	"pumpen"	"Verb"	"einen trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB07289"	"bumpsen, bumsen"	"Verb"	"ein Glas Wein trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PB07510"	"bürsten"	"Verb"	"trinken, zechen"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD00646"	"tanken"	"Verb"	"trinken (vom Alkohol)"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD00850"	"daran-gießen"	"Verb"	"einen Schoppen, ein Gläschen u.ä. trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD00873"	"daran-schütten"	"Verb"	"einen Schoppen trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD01207"	"tätschern"	"Verb"	"trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD01473"	"dawider-schütten"	"Verb"	"einen trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD02843"	"tönen"	"Verb"	"tüchtig, viel trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"PD03186"	"torschen"	"Verb"	"tüchtig trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"PD03599"	"tränken"	"Verb"	"trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD04435"	"trinken"	"Verb"	"Flüssigkeit zu sich nehmen"	"Trinken"	"trinken"	"trinken"
"PD04751"	"trudeln"	"Verb"	"trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD04968"	"dudeln"	"Verb"	"(Alkohol) trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD05009"	"dulfen"	"Verb"	"übermäßig trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"PD05031"	"tulpen"	"Verb"	"(Alkohol) trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PD05457"	"durch-saufen"	"Verb"	"einen Zeitraum hindurch unmäßig trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken"	"trinken"	"trinken"
"PD05551"	"durch-zechen"	"Verb"	"lange Zeit zechen"	"Trinken.Alkohol_trinken; Trinken.Häufig_lange_trinken"	"trinken"	"trinken"
"PD05778"	"tutchen"	"Verb"	"trinken"	"Trinken"	"trinken"	"trinken"
"PD05783"	"tuten"	"Verb"	"tüchtig trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"PD05792"	"tutern"	"Verb"	"saufen"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PE00499"	"ein-binden"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"PE00686"	"ein-läppern"	"Verb"	"in kleinen Schlucken trinken"	"Trinken.Langsam_kleine_Mengen_trinken"	"trinken"	"trinken"
"PE00745"	"ein-nehmen"	"Verb"	"Alkohol trinken"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
