"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"	"Konzept_gemappt"
"PK01997"	"kippen"	"Verb"	"1.2b"	"ein Glas Schnaps trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PK02086"	"Kirbe-wein"	"Substantiv"	2	"saurer, schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK02235"	"Kirsch"	"Substantiv"	"-"	"Kirschbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PK02277"	"Kirschen-saft, Kirsch-saft"	"Substantiv"	2	"Saft aus Kirschen"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PK02278"	"Kirschen-schnaps, Kirsch-schnaps"	"Substantiv"	"-"	"Branntwein aus Kirschen und Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK02285"	"Kirschen-wasser, Kirsch-wasser"	"Substantiv"	"-"	"Branntwein aus Kirschen und Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK02440"	"klappern, kläppern"	"Verb"	"2b"	"einen Schoppen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PK02535"	"Klecks"	"Substantiv"	2	"ein Glas Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK02772"	"Klicker-wasser"	"Substantiv"	"-"	"Selterswasser in Flaschen mit Glaskugelverschluß"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PK03154"	"kneipen"	"Verb"	1	"zechen"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"PK03365"	"Knorbel, Knurbel, Knürbel"	"Substantiv"	"4a"	"Kartoffelschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PK03370"	"knorksen"	"Verb"	"-"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PK03477"	"Knupper, Knuppert"	"Substantiv"	"7a"	"ein Glas Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK03783"	"Koloster"	"Substantiv"	"-"	"erste Milch einer Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PK03784"	"Kolostral-milch"	"Substantiv"	"-"	"erste Milch einer Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PK03840"	"Kommunist"	"Substantiv"	2	"Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PK03926"	"Konrad-setz-dich"	"Substantiv"	"-"	"Haustrunk, schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK04001"	"köpfen"	"Verb"	"1c'g"	"eine Flasche Wein austrinken"	"Trinken.Alkohol_trinken;Trinken.Austrinken"	"Trinken.Austrinken"
"PK04157"	"Korn-branntwein"	"Substantiv"	"-"	"Branntwein aus Roggen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK04184"	"Korn-kaffee"	"Substantiv"	"-"	"aus geröstetem Roggen zubereitetes kaffeeartiges Getränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk"
"PK04205"	"Korn-schnaps"	"Substantiv"	"-"	"Branntwein aus Roggen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK04245"	"Koscher-most"	"Substantiv"	"-"	"aus dem elterlichen Keller von den Söhnen heimlich verkaufter Most"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"kein_Trinken"
"PK04340"	"Krabbel-an-der-Wand"	"Substantiv"	2	"Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK04344"	"Krabbeler"	"Substantiv"	"2b"	"Wein, der leicht trunken macht"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK04477"	"Krambambel"	"Substantiv"	"x2"	"Schnaps der Marke 'Krambambuli'"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK04481"	"Krambutsch"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK04633"	"Kratzer, Krätzer"	"Substantiv"	"2c"	"geringer, saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK04694"	"Kräuter-tee"	"Substantiv"	"-"	"Kräutertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"kein_Trinken"
"PK04742"	"Kraut-tee"	"Substantiv"	"-"	"Kräutertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"kein_Trinken"
"PK05631"	"Kuh-milch, Küh-"	"Substantiv"	"-"	"Kuhmilch, Kühmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PK05774"	"Kümmel"	"Substantiv"	"2.2a"	"Schnaps, gewürzt mit Kümmel"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK05784"	"Kümmel-schnaps"	"Substantiv"	"-"	"Schnaps, gewürzt mit Kümmel"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK05881"	"Kunst-wein"	"Substantiv"	"-"	"gepanschter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK05982"	"Kurzer"	"Substantiv"	"-"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK06040"	"Kutscher"	"Substantiv"	2	"geringer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00084"	"Lackel-tackel"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00095"	"Lacks-brühe, Lackels-"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00111"	"laden"	"Verb"	"1.2a"	"sich betrinken"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"PL00159"	"Lagageri"	"Substantiv"	"-"	"schlechter, saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00160"	"Lage"	"Substantiv"	"2b"	"eine Runde Bier, Wein usw."	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00166"	"lageln"	"Verb"	"-"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PL00169"	"Lager-bier"	"Substantiv"	"x"	"Lagerbier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"kein_Trinken"
"PL00178"	"Lager-wein"	"Substantiv"	"-"	"Wein, der im Faß gelagert wird, zum Lagern geeigneter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00379"	"Land-wein"	"Substantiv"	"-"	"Landwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PL00511"	"lappchen"	"Verb"	"-"	"in großen Zügen trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PL00514"	"Lappel-brühe"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00515"	"Läpplerei"	"Substantiv"	"-"	"das Trinken in kleinen Schlucken"	"Trinken.Langsam_kleine_Mengen_trinken"	"Getränk"
"PL00518"	"läppeln"	"Verb"	"1b"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PL00518"	"läppeln"	"Verb"	"1a"	"in kleinen Schlucken trinken, nippen"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken.Langsam_kleine_Mengen_trinken"
"PL00532"	"lappern"	"Verb"	2	"in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen"	"Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken"	"Trinken.Langsam_kleine_Mengen_trinken"
"PL00533"	"läppern"	"Verb"	"1c"	"einen trinken, gern trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PL00533"	"läppern"	"Verb"	"1a"	"in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen"	"Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken"	"Trinken.Langsam_kleine_Mengen_trinken"
"PL00555"	"lappsen"	"Verb"	"-"	"trinken"	"Trinken"	"Trinken"
"PL00564"	"Lari"	"Substantiv"	"x"	"Verwässertes (z.B. Kaffee, Wein, Suppe)"	"Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00750"	"Lauer, Läuer"	"Substantiv"	3	"Wein, der aus den mit Wasser eingeweichten Preßrückständengewonnen wird"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00754"	"Läuer-brühe"	"Substantiv"	"-"	"Tresterwein, schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00755"	"Läuerer"	"Substantiv"	"-"	"Tresterwein, schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL00808"	"Laugens-brühe, Laugs-brühe"	"Substantiv"	"-"	"fades, schlechtes Getränk, bes. von Kaffee oder Wein"	"Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PL00911"	"Lauter-wasser"	"Substantiv"	"-"	"Kaiserslauterer Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PL01019"	"lech"	"Adjektiv"	"x3"	"durstig"	"Durst"	"kein_Trinken"
"PL01024"	"lechern"	"Verb"	"1.2a"	"dürsten"	"Durst"	"kein_Trinken"
"PL01076"	"ledern"	"Verb"	"3a"	"Flüssigkeit zu sich nehmen"	"Trinken"	"kein_Trinken"
"PL01110"	"leer-saufen"	"Verb"	"-"	"leersaufen"	"Trinken.Austrinken"	"kein_Trinken"
"PL01112"	"leer-trinken"	"Verb"	"-"	"leertrinken"	"Trinken.Austrinken"	"Trinken.Austrinken"
"PL01170"	"Lehnen-wein, Lehn-wein"	"Substantiv"	"-"	"Wein einer Hanglage"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL01433"	"Leimen-brühe, Leim-brühe"	"Substantiv"	2	"noch nicht ausgegorener, trüber Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PL01896"	"liefern"	"Verb"	"2d"	"trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PL01924"	"likör"	"Substantiv"	"-"	"likör"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PL01943"	"Limonade"	"Substantiv"	"-"	"Limonade"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"
"PL02060"	"Lo-bier"	"Substantiv"	"-"	"Freibier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"kein_Trinken"
"PL02239"	"löschen"	"Verb"	2	"Durst stillen"	"Trinken"	"kein_Trinken"
"PL02297"	"Lot-bier"	"Substantiv"	"-"	"Freibier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"kein_Trinken"
"PL02325"	"lotteln"	"Verb"	3	"trinken"	"Trinken"	"Trinken"
"PL02385"	"luckern"	"Verb"	"-"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PL02520"	"lumpen"	"Verb"	1	"einen über den Durst trinken, zechen"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"PL02629"	"lupfen, lüpfen"	"Verb"	"2a"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PL02631"	"lüpfsen"	"Verb"	"-"	"Schnaps trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PL02668"	"lutschen"	"Verb"	2	"in kleinen Schlucken trinken, nippen"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken.Langsam_kleine_Mengen_trinken"
"PL02673"	"Lutter"	"Substantiv"	"-"	"Zwetschgen- oder Birnenschnaps, der zum zweitenmal gebrannt wurde"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PM00006"	"Mach-bach"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PM00007"	"Mach-buck"	"Substantiv"	"-"	"geringer Wein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PM00011"	"machen"	"Verb"	"4i"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PM00112"	"Magdalenen-brühe"	"Substantiv"	"x1"	"aufgewärmter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PM00112"	"Magdalenen-brühe"	"Substantiv"	"x2"	"von einem Trinker als schwach bezeichneter Whisky"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PM00114"	"Magdalenen-wasser"	"Substantiv"	"x"	"aufgewärmter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PM00141"	"Magen-bitter"	"Substantiv"	"-"	"Magenbitter"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PM00171"	"Mager-milch"	"Substantiv"	"-"	"entrahmte Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PM00202"	"mahlen"	"Verb"	2	"trinken"	"Trinken"	"Trinken"
"PM00457"	"Malz-kaffee"	"Substantiv"	"-"	"Malzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"
"PM00569"	"Männer-milch"	"Substantiv"	"-"	"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PM00867"	"Märzen-bier, März-bier"	"Substantiv"	"-"	"im März gebrautes Lagerbier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PM01010"	"Matte"	"Substantiv"	"2.2"	"Sauermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PM01211"	"Maurers-likör, Maurer-likör"	"Substantiv"	"-"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PM01216"	"Maurers-schnaps, Maurer-schnaps"	"Substantiv"	"-"	"minderwertiger Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PM01361"	"Meer-rettich"	"Substantiv"	3	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PM01688"	"Met"	"Substantiv"	1	"selbstgebrautes Getränk aus Wasser, Honig und unvergorenem Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"
"PM01838"	"Milch"	"Substantiv"	1	"Milch der Haustiere, Muttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PM01892"	"Milch-kaffee"	"Substantiv"	"-"	"Milchkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PM02033"	"Mineral-wasser"	"Substantiv"	"-"	"Mineralwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PM02088"	"Misch-kaffee"	"Substantiv"	"-"	"Mischung aus Bohnen- und Malzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"kein_Trinken"
"PM02313"	"mit-saufen"	"Verb"	"-"	"mit jemandem aus einem Gefäß trinken, an einem Trinkgelage teilnehmen"	"Trinken"	"Trinken"
"PM02432"	"mit-trinken"	"Verb"	"-"	"am Trinken teilnehmen"	"Trinken"	"kein_Trinken"
"PM02444"	"mit-zechen"	"Verb"	"-"	"mitzechen"	"Trinken.Alkohol_trinken"	"kein_Trinken"
"PM02468"	"Mockel"	"Substantiv"	1	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PM02726"	"Moppel, Möppel"	"Substantiv"	8	"geringwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PM02731"	"Mops, Moppes"	"Substantiv"	6	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PM02775"	"Mords-brand"	"Substantiv"	2	"starker Durst"	"Durst"	"Durst"
"PM02853"	"Morgen-kaffee"	"Substantiv"	"-"	"Morgenkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"kein_Trinken"
"PM02919"	"Mosel"	"Substantiv"	2	"Moselwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PM02920"	"Mosel-wein"	"Substantiv"	"-"	"Moselwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PM02922"	"Moses, Mosche"	"Substantiv"	3	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PM02926"	"Most"	"Substantiv"	"1b"	"unvergorener Saft gekelterter Äpfel, Birnen"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PM02926"	"Most"	"Substantiv"	"1a"	"unvergorener, süßer Traubensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PM02926"	"Most"	"Substantiv"	"x1c"	"Obstwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PM02931"	"Most-brühe"	"Substantiv"	"-"	"unvergorener, süßer Traubensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"kein_Trinken"
"PM02989"	"Mozenblätter-tee"	"Substantiv"	"-"	"Brombeerblättertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"kein_Trinken"
"PM03003"	"Mucken-buff"	"Substantiv"	"-"	"Malzkaffee, Kaffeersatz"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"
"PM03010"	"Mucken-fuck"	"Substantiv"	"-"	"Malzkaffee, Kaffeersatz"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"
"PM03370"	"Musikanten-durst"	"Substantiv"	"-"	"großer Durst, wie er bei Musikanten üblich ist"	"Durst"	"Durst"
"PN00008"	"Nabel-naß"	"Substantiv"	"-"	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PN00011"	"Nabel-wärmer"	"Substantiv"	"-"	"guter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PN00118"	"Nach-lauf"	"Substantiv"	2	"Schnaps, der beim Brennen zuletzt herausläuft"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PN00118"	"Nach-lauf"	"Substantiv"	1	"Most bzw. Wein, der beim Keltern zuletzt herausläuft"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PN00295"	"nach-trinken"	"Verb"	"-"	"(nach einem anderen) aus demselben Gefäß trinken"	"Trinken"	"Trinken"
"PN00330"	"Nacht-wächter"	"Substantiv"	"2b"	"abgestandenes Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PN00346"	"Nach-wein"	"Substantiv"	"-"	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PN00483"	"Nähts"	"Substantiv"	"2b"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PN00746"	"Nebel-zerstörer"	"Substantiv"	"-"	"geringer Wein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PN00843"	"nehmen"	"Verb"	"4b"	"trinken"	"Trinken"	"Trinken"
"PN00899"	"Nerven-schwächer"	"Substantiv"	"-"	"sehr starker Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PN01230"	"nippeln"	"Verb"	"-"	"langsam, in kleinen Schlücken, mit Genuß trinken"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"PN01231"	"nippen"	"Verb"	1	"langsam, in kleinen Schlücken, mit Genuß trinken"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken; Trinken.Langsam_kleine_Mengen_trinken"
"PN01389"	"nuckeln"	"Verb"	"1b"	"trinken"	"Trinken"	"Trinken"
"PN01414"	"Nulpes"	"Substantiv"	"-"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
